Gene ID	7H9_R1	7H9_R2	Heat shock_R1	Heat shock_R2	Oxi.stress_R1	Oxi.stress_R2	acidic pH_R1	acidic pH_R2	HPC treated_R1	HPC treated_R2	Cow_R1	Cow_R2
MAP1327c	724.3	263.9	835.4	498.9	503.6	389.3	171.6	235.3	5.0	167.5	5.0	5.0
MAP1328c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	60.9	5.0	5.0	5.0
MAP1329c	166.9	5.0	417.6	584.2	338.1	1053.7	5.0	459.2	337.0	5.0	2008.7	5.0
MAP1330c	1121.6	689.7	862.8	1342.9	1186.8	923.0	15.6	482.2	263.7	66.3	5354.0	7700.5
MAP1331c	1385.1	4049.8	2296.8	2000.4	1906.5	2388.1	2336.3	1460.2	2909.4	1950.5	1235.1	5.0
MAP1332	1421.3	1912.4	1044.7	1619.8	1676.9	1258.7	5.0	912.2	5.0	5.0	120.7	5.0
MAP1333	2136.0	3864.5	2834.0	1209.7	2202.9	366.1	5.0	5.0	5.0	5.0	5.0	5.0
MAP1334	5.0	91.6	5.0	73.6	5.0	3.2	5.0	5.0	5.0	5.0	564.9	24.5
MAP1335	5.0	5.0	5.0	5.0	5.0	88.1	5.0	8.9	5.0	5.0	465.2	5.0
MAP1336	1214.2	1391.0	1330.6	583.3	1688.7	1174.5	5.0	5.0	5.0	5.0	9022.2	6724.8
MAP1337c	384.0	40.4	436.6	875.0	228.6	619.7	5.0	100.6	5.0	5.0	5.0	5.0
MAP1338c	1335.4	1381.6	1400.8	1528.1	1416.4	1806.6	628.5	1213.6	902.5	740.8	573.7	240.8
MAP1339	1898.8	1616.0	1343.1	2374.0	1138.9	1129.1	451.9	1862.5	109.6	518.1	946.3	1551.2
MAP1340c	1381.7	5.0	1133.3	1215.5	334.5	575.0	727.1	1077.2	3050.1	3146.4	5.0	5.0
MAP1341	465.1	718.3	440.0	1299.3	817.0	1139.5	258.8	893.8	5.0	5.0	5.0	5.0
MAP1342c	625.2	185.3	1474.7	1275.7	679.1	463.5	785.1	793.7	5.0	5.0	1290.2	775.7
MAP1343	757.1	1047.2	1061.9	1232.6	1038.9	949.4	676.4	1283.4	1100.6	334.4	379.3	878.8
MAP1350c	806.4	5.0	1551.6	386.9	215.4	157.7	340.3	700.0	5.0	5.0	299.4	5.0
MAP1351c	812.3	112.6	610.2	576.0	327.7	116.8	5.0	277.1	5.0	5.0	5.0	5.0
MAP1352	5.0	5.0	5.0	428.6	5.0	31.3	5.0	755.8	5.0	5.0	5.0	5.0
MAP1354	606.9	551.2	888.0	1164.8	1272.0	2045.5	688.2	1792.1	146.8	435.2	1956.3	477.7
MAP1355	5.0	5.0	5.0	5.0	5.0	164.5	5.0	125.9	426.6	557.9	83.0	549.5
MAP1356c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1357	693.7	457.0	673.2	843.0	1352.1	1263.7	5.0	6.5	5.0	5.0	5.0	1365.0
MAP1358	1687.6	1562.6	1010.7	1649.6	1919.3	2833.8	958.3	1563.1	526.0	1376.6	5.0	5.0
MAP1359	1207.4	843.2	1083.9	1201.8	1434.2	1438.8	5.0	260.6	25.8	5.0	2636.2	968.1
MAP1360	5.0	5.0	5.0	61.8	5.0	891.4	1171.6	835.6	5.0	5.0	5.0	5.0
MAP1361	400.7	5.0	59.2	361.0	595.8	940.7	5.0	132.8	5.0	5.0	5.0	5.0
MAP1362	1312.6	1861.8	1109.8	1823.3	1846.5	2103.9	5.0	533.7	5.0	5.0	5.0	5.0
MAP1363	439.0	5.0	117.8	786.1	870.4	557.3	5.0	5.0	5.0	5.0	12398.7	6696.3
MAP1364	5.0	5.0	5.0	5.0	5.0	155.9	5.0	345.3	5.0	5.0	5.0	5.0
MAP1365	5.0	5.0	5.0	5.0	5.0	5.0	8.8	413.4	5.0	5.0	5.0	5.0
MAP1366	856.8	2073.6	1899.3	375.8	5.0	5.0	5.0	1021.6	5.0	5.0	5.0	94.2
MAP1367	1992.0	2862.5	1883.0	1429.3	2254.2	1545.7	1402.0	2145.1	1987.9	1835.8	1732.2	5.0
MAP1368	2856.0	3927.9	2208.8	2710.2	2187.9	2440.6	1592.7	1694.0	775.3	1776.4	1791.5	551.8
MAP1369	320.8	1405.7	501.9	379.3	1942.6	1548.5	123.8	795.1	5.0	129.5	523.7	337.8
MAP1370	5.0	5.0	5.0	5.0	5.0	37.0	5.0	5.0	5.0	5.0	59.0	5.0
MAP1371	1060.3	1063.5	846.9	835.6	808.8	1032.7	578.9	444.1	412.8	386.9	5.0	5.0
MAP1372	262.9	375.4	5.0	530.9	813.8	984.6	5.0	5.0	5.0	5.0	5.0	5.0
MAP1373c	691.1	747.5	562.8	343.2	549.7	917.5	5.0	154.4	5.0	5.0	244.9	1240.6
MAP1374c	1486.7	3106.0	1984.9	702.2	1910.4	319.8	182.5	401.7	302.3	5.0	5.0	217.0
MAP1375c	815.3	1581.4	1678.2	814.5	930.7	543.1	1421.9	1146.3	613.9	811.8	337.3	5.0
MAP1376c	60.6	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1377	599.4	555.9	759.7	481.4	171.3	182.0	117.4	340.3	147.7	583.9	593.1	602.8
MAP1378	1494.8	1361.3	1102.0	1413.8	1172.0	1165.9	113.0	252.8	5.0	5.0	848.1	1202.0
MAP1379	749.9	1077.5	913.0	528.1	763.3	556.1	1009.9	476.2	2209.6	1852.5	1955.3	2185.3
MAP1380	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1381	460.4	155.0	292.8	347.4	81.6	24.7	5676.2	2985.3	4580.8	3811.9	2546.1	5.0
MAP1382c	624.2	5.0	323.9	714.7	349.5	437.8	1856.6	1370.2	1548.0	2335.2	2904.1	3592.6
MAP1383c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1384c	1107.9	958.2	2144.9	1261.5	815.5	1025.8	129.1	525.0	1970.8	1532.7	1738.8	935.0
MAP1385c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	1125.4	5.0	5.0	5.0	5.0
MAP1386c	1929.4	2494.9	1370.9	3430.1	2018.0	2164.6	5.0	40.2	5.0	5.0	1473.2	1318.7
MAP1387c	1783.8	2228.4	1735.0	1989.3	1818.9	1261.6	302.9	452.8	297.9	82.8	3646.4	2777.5
MAP1388	5.0	5.0	16.9	561.5	5.0	6.1	5.0	438.1	5.0	5.0	5.0	5.0
MAP1389	1493.4	1245.6	1451.5	1425.9	1253.3	939.8	5.0	5.0	5.0	5.0	1204.9	971.5
MAP1390	5.0	5.0	1096.3	1225.6	5.0	5.0	1130.6	1169.9	436.6	439.0	5.0	5.0
MAP1391c	1912.0	1796.2	800.6	2183.0	1482.1	2054.9	923.2	1663.3	427.9	1455.4	5.0	5.0
MAP1392c	989.4	669.2	998.1	902.0	733.2	605.5	3208.8	1893.5	5365.2	4272.3	3152.9	589.7
MAP1393c	3339.4	5.0	3210.3	274.0	790.1	93.3	6812.1	4172.3	8412.9	8709.1	5.0	5.0
MAP1394c	858.5	555.0	616.3	759.1	476.5	630.7	5.0	5.0	5.0	5.0	5.0	5.0
MAP1395	2090.2	2100.6	2226.6	1622.5	2284.4	1874.6	35.1	474.1	438.2	175.2	2712.8	958.7
MAP1396	985.3	744.5	834.1	1017.7	508.9	80.7	5.0	5.0	5.0	5.0	5.0	390.9
MAP1397	674.0	505.6	1052.9	1056.1	749.6	1317.3	5.0	550.1	5.0	5.0	606.1	5.0
MAP1398	1985.7	1285.5	1656.8	1425.5	1092.0	832.3	1505.7	1830.6	528.5	872.4	6032.3	5960.9
MAP1399	1237.3	1440.1	1265.8	1095.2	805.5	1000.8	2689.2	819.7	2166.8	2099.8	5.0	5.0
MAP1400	4214.3	6624.2	5287.5	3133.9	4521.2	3534.2	1750.0	1951.3	3565.8	3158.6	5.0	2268.0
MAP1401	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	1262.3	1612.0
MAP1402	1327.3	654.8	741.5	627.1	567.7	518.6	5.0	5.0	5.0	5.0	1934.8	178.7
MAP1403	2084.2	1851.7	1722.1	1722.5	1862.1	1722.7	5.0	5.0	5.0	5.0	1210.2	1867.2
MAP1404	1688.6	1237.5	1592.7	1319.8	1213.2	1398.7	6115.2	3794.4	9447.5	7237.8	5.0	3301.0
MAP1405	1176.9	352.8	890.6	395.8	437.3	691.2	308.3	1242.7	294.0	656.7	15.9	220.1
MAP1406	1484.1	1128.8	1427.5	1296.9	1218.5	1411.6	3501.9	3616.6	7031.8	4484.5	2994.8	647.4
MAP1407	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	3956.3	2350.2
MAP1408	686.0	5.0	370.8	335.7	140.2	5.0	5.0	1312.8	767.2	1069.9	5.0	5.0
MAP1409c	758.6	103.6	659.6	603.8	434.5	371.1	969.2	1029.8	544.5	1197.8	5.0	286.1
MAP1410	5.0	5.0	5.0	5.0	5.0	5.0	2302.8	1009.5	5.0	1402.9	5.0	5.0
MAP1411	1181.5	1072.0	749.7	692.7	696.4	708.2	384.6	700.8	192.2	446.8	97.8	359.7
MAP1412	5.0	5.0	5.0	5.0	5.0	5.0	10263.8	10140.3	15607.9	15519.0	5.0	5.0
MAP1413	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1414	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1415	2199.6	2653.5	2085.6	1258.7	1228.9	986.5	7134.6	5310.1	7873.8	5850.2	5.0	94.1
MAP1416c	962.4	48.3	805.1	219.3	258.0	397.9	201.9	960.9	5.0	243.1	5.0	5.0
MAP1417c	5.0	60.3	5.0	5.0	5.0	602.6	399.3	62.3	5.0	948.8	399.5	5.0
MAP1418c	1841.2	598.8	1189.6	915.2	1196.6	890.1	5.0	5.0	5.0	5.0	441.6	498.9
MAP1420	5.0	5.0	5.0	5.0	5.0	5.0	431.8	499.4	5.0	413.3	5.0	5.0
MAP1421	5.0	5.0	5.0	5.0	5.0	5.0	1370.0	511.2	5.0	2043.8	5.0	5.0
MAP1422	126.3	5.0	5.0	5.0	5.0	5.0	1721.3	2931.3	4788.6	4932.2	5.0	5.0
MAP1423	1739.0	1372.3	1822.4	1911.5	1217.4	2217.1	732.4	1734.0	256.2	528.9	1249.5	607.5
MAP1424c	874.5	336.5	455.2	720.3	400.4	463.2	65.0	913.8	138.5	279.1	993.0	260.8
MAP1425c	5.0	529.0	5.0	479.5	1146.9	998.8	17.8	579.8	5.0	5.0	2277.7	3469.4
MAP1426c	724.9	5.0	444.6	5.0	299.7	5.0	2713.2	2275.7	3374.8	4435.0	5.0	5.0
MAP1427	1239.1	756.5	915.3	724.0	773.3	691.4	308.7	634.2	168.8	327.3	584.4	5.0
MAP1428c	5.0	5.0	5.0	5.0	5.0	5.0	5400.1	1061.5	5.0	1879.9	5.0	5.0
MAP1429	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1430c	2171.3	2725.1	2504.4	2471.6	2057.2	1497.6	2578.9	1452.1	1797.5	2353.8	695.0	2282.4
MAP1431	2297.5	2705.8	2690.0	2829.6	2025.9	1852.3	6468.6	3543.5	6139.0	4777.0	7351.0	14137.4
MAP1432	1693.9	1113.8	2168.1	454.9	990.3	1735.0	1048.1	724.2	316.4	937.1	13.3	361.4
MAP1433c	1838.7	2112.6	2318.2	2011.3	1944.6	1385.0	345.5	564.7	1123.1	825.4	7502.8	6907.6
MAP1434	921.2	87.4	402.1	270.7	473.5	403.9	5.0	5.0	5.0	5.0	5.0	5.0
MAP1435	1136.0	1046.5	915.0	728.2	395.1	626.2	323.3	756.4	62.8	227.0	1053.4	493.6
MAP1436c	5.0	5.0	33.4	5.0	73.1	195.6	5.0	5.0	5.0	5.0	5.0	5.0
MAP1437c	1215.2	778.2	1140.2	323.1	704.0	685.9	5.0	5.0	5.0	5.0	5.0	5.0
MAP1438c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1439c	809.7	838.1	755.4	480.6	424.2	221.6	5.0	5.0	5.0	5.0	110.0	5.0
MAP1440c	1702.1	1527.4	1328.8	1388.9	911.6	1072.4	271.4	514.2	5.0	5.0	2029.2	2891.2
MAP1441	570.5	290.1	516.6	411.2	400.6	472.5	5.0	5.0	829.2	1348.6	356.5	48.5
MAP1442	5.0	5.0	5.0	5.0	5.0	5.0	1175.7	994.6	1141.6	2067.4	5.0	292.6
MAP1443c	601.1	671.2	415.4	485.7	501.5	340.7	5.0	5.0	5.0	5.0	8319.0	5794.8
MAP1444c	3167.5	5270.9	3130.1	2317.1	2472.5	1494.8	5.0	626.1	76.8	5.0	2568.8	7033.9
MAP1445c	209.9	113.1	219.3	201.3	143.9	252.9	5.0	322.8	5.0	5.0	392.9	5.0
MAP1446c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1447c	760.5	1205.7	867.0	804.7	723.9	742.6	1088.0	503.7	525.5	621.0	5.0	5.0
MAP1448c	566.5	307.6	260.3	730.9	5.0	60.9	5.0	5.0	5.0	5.0	833.7	364.0
MAP1449c	642.1	5.0	666.4	223.1	5.0	597.5	5.0	5.0	583.6	5.0	5.0	5.0
MAP1450c	2369.0	3474.1	3681.7	2626.5	2519.3	2870.1	69.6	1112.6	5.0	420.4	111.0	639.0
MAP1451	863.9	1568.6	1321.9	1164.4	1477.4	1285.8	5.0	693.4	147.7	205.7	613.3	5.0
MAP1452c	381.3	5.0	144.9	99.2	5.0	5.0	181.5	50.4	5.0	320.5	265.6	674.8
MAP1453c	674.3	480.7	397.2	484.4	910.5	417.1	767.4	90.9	212.1	203.3	3402.6	2339.7
MAP1454	5.0	5.0	5.0	8.3	5.0	219.8	5.0	5.0	5.0	5.0	5.0	5.0
MAP1455c	394.8	5.0	559.5	175.6	5.0	331.7	147.5	558.0	5.0	289.9	126.2	5.0
MAP1456	511.6	5.0	354.6	624.4	144.7	158.7	2308.9	1167.6	504.4	1032.1	306.3	5.0
MAP1457	3236.5	2351.7	2450.1	3505.1	2784.0	2200.5	1498.6	1921.3	840.1	1348.2	5.0	826.6
MAP1458	2298.1	2715.7	2016.9	1781.4	1631.5	1555.2	3454.7	2529.5	2151.8	2153.6	691.8	1233.7
MAP1459	1612.2	1198.3	1674.4	917.6	875.0	993.7	5.0	5.0	5.0	5.0	5.0	5.0
MAP1460	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1461	1374.0	1002.7	1438.5	910.5	722.1	658.9	5.0	5.0	5.0	5.0	582.1	534.7
MAP1462	672.3	713.9	860.2	113.1	664.4	317.3	5.0	193.3	5.0	208.3	5.0	5.0
MAP1463	1610.5	911.6	1844.9	922.0	1273.0	1311.4	736.8	5.0	5.0	5.0	5.0	470.5
MAP1464	5.0	5.0	5.0	5.0	5.0	5.0	185.6	593.8	5.0	5.0	404.1	930.7
MAP1466c	1260.2	2417.0	2196.0	1433.1	1791.7	1338.4	1291.2	1372.3	1170.1	1810.3	726.1	5.0
MAP1467c	849.1	393.9	522.7	509.0	297.8	97.0	5.0	34.7	5.0	5.0	5.0	5.0
MAP1468c	650.0	1111.4	513.3	1465.6	327.0	1006.8	996.7	1765.7	3064.6	1556.3	5.0	5.0
MAP1469c	3234.0	2102.8	2670.9	4663.8	2994.7	2582.9	5.0	2131.1	5.0	5.0	5.0	5.0
MAP1470c	5.0	5.0	72.3	344.9	5.0	5.0	5.0	5.0	5.0	5.0	5.0	241.9
MAP1471	403.0	5.0	276.7	446.1	745.0	754.2	275.3	462.2	5.0	16.6	5.0	5.0
MAP1472c	1264.0	1273.3	1232.9	989.0	1555.7	1003.8	3669.5	2303.0	2375.9	2174.6	1653.5	1536.9
MAP1473c	1627.1	1417.1	2262.1	2076.5	1283.5	1116.8	5.0	870.4	5.0	5.0	1184.3	142.5
MAP1474c	1369.1	1119.6	967.0	743.0	955.9	5.0	5.0	945.6	380.0	272.0	5.0	5.0
MAP1475	2572.0	1357.7	2035.2	2372.0	2310.5	3511.6	5.0	1564.1	363.5	910.6	1371.5	1300.8
MAP1476c	439.7	5.0	5.0	792.6	362.1	916.6	5.0	5.0	5.0	5.0	5.0	5.0
MAP1477c	1490.6	1512.4	1157.6	1192.0	1392.7	1439.8	320.0	1064.7	277.3	154.4	7243.0	4747.4
MAP1478	1772.0	2413.9	2175.4	1654.2	1645.1	1407.8	1732.7	1276.4	1919.8	1618.6	2346.2	2206.3
MAP1479c	1127.6	606.3	989.5	818.8	620.6	489.7	537.9	535.4	472.6	643.1	2391.9	1802.9
MAP1480	434.2	948.0	174.2	5.0	429.2	586.4	5.0	5.0	5.0	5.0	213.6	593.8
MAP1481c	5.0	5.0	72.9	5.0	5.0	5.0	2278.1	1871.2	3330.6	3591.2	5.0	5.0
MAP1482	5.0	5.0	5.0	5.0	476.2	5.0	5.0	418.4	5.0	5.0	1505.3	5.0
MAP1483c	5.0	5.0	5.0	5.0	164.1	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1484c	1176.9	1130.3	1467.8	1021.0	1925.9	1430.9	1328.2	1570.5	1321.8	1857.0	5.0	5.0
MAP1485c	107.5	5.0	292.5	338.4	383.3	281.8	511.8	426.3	142.2	418.8	5.0	5.0
MAP1486c	865.6	296.5	684.4	432.4	657.9	563.3	5.0	5.0	95.5	5.0	1233.3	1182.4
MAP1487c	522.9	398.7	512.3	400.4	508.1	254.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1488c	1983.8	2599.4	2589.1	2131.2	2674.4	1487.6	473.8	1030.2	375.0	333.7	7374.7	3992.8
MAP1489c	1408.8	2199.8	1947.2	1063.7	2232.5	1512.0	1910.9	1190.3	56.5	320.5	5.0	588.4
MAP1490	5.0	163.9	411.3	5.0	5.0	5.0	5.0	5.0	5.0	118.5	906.4	1917.3
MAP1491	1541.0	3406.7	1120.4	1022.3	1299.7	1299.4	1758.9	1111.1	232.5	439.4	1200.3	368.1
MAP1493c	2700.5	2355.2	2716.8	2557.2	2415.8	2207.4	1085.0	1348.8	1446.0	1296.6	5.0	5.0
MAP1494	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1495	435.3	5.0	28.5	5.0	5.0	5.0	250.5	352.8	5.0	228.9	5.0	5.0
MAP1496c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1497c	237.0	5.0	5.0	113.7	5.0	5.0	215.8	113.4	38.9	238.8	5.0	5.0
MAP1498c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1499c	2173.7	2929.9	2338.0	1826.5	1827.0	1657.4	5.0	760.7	777.1	410.6	345.5	1344.3
MAP1500c	438.7	545.1	534.5	780.0	526.5	538.4	5.0	5.0	5.0	5.0	5.0	5.0
MAP1501	844.2	403.5	485.0	1113.8	524.7	510.0	222.7	1266.8	436.0	268.7	362.9	1170.5
MAP1502	540.3	609.9	440.8	607.8	488.2	463.0	5.0	1283.0	5.0	61.9	531.3	298.4
MAP1503c	1242.9	2150.6	1710.0	1089.0	1251.4	1024.0	2667.7	2809.0	1762.6	1538.5	2052.8	2437.5
MAP1504	1661.3	648.2	1540.4	1156.9	1053.2	889.8	119.4	641.5	641.5	1290.2	1146.2	869.9
MAP1505	3400.0	709.2	2148.0	515.6	106.9	83.5	5.0	5.0	5.0	5.0	5.0	5.0
MAP1506	2217.6	531.9	1136.5	1029.8	1098.2	1118.6	5.0	101.7	5.0	5.0	5.0	5.0
MAP1507	6432.8	6968.1	6088.2	15079.4	11283.4	9697.1	439.6	10424.7	1193.1	385.7	18819.1	11009.3
MAP1508	6249.8	16179.6	6418.0	18293.5	14085.8	14784.5	3556.0	14682.6	5132.3	2175.7	10775.7	7508.6
MAP1509	861.2	783.4	431.0	760.7	1300.9	1661.0	5.0	1311.2	5.0	5.0	5.0	1067.6
MAP1510	1801.5	1633.5	1514.2	2967.6	2086.9	2550.7	1638.2	4303.7	1543.7	2076.5	529.0	163.8
MAP1511	2300.4	1769.3	1607.9	2262.2	2272.3	1381.5	2559.5	4057.1	2045.2	1968.7	5.0	5.0
MAP1512	1193.6	1502.4	1132.1	1114.1	1406.9	1683.5	822.8	1616.5	376.0	570.0	827.9	104.6
MAP1513	1571.7	1746.5	1161.5	1009.2	1480.5	1234.3	5.0	1276.7	5.0	5.0	5.0	30.5
MAP1514	1123.2	528.0	722.3	661.5	562.3	299.7	5.0	5.0	5.0	5.0	5.0	1380.9
MAP1515	877.1	624.7	90.8	342.7	5.3	5.0	289.7	445.5	300.8	151.1	5.0	5.0
MAP1516	358.2	111.4	362.8	5.0	102.0	5.0	417.6	59.7	351.0	449.4	2056.3	1336.4
MAP1517	2077.2	671.4	2090.9	1341.4	1476.2	1821.6	826.1	957.3	424.1	5.0	2511.1	549.2
MAP1518	5.0	766.8	5.0	967.8	1196.2	1933.4	209.3	2177.5	597.0	8.3	37.6	194.3
MAP1519	952.8	2479.8	1056.7	5913.7	4258.3	6884.2	221.4	4148.5	836.9	522.0	735.0	5.0
MAP1520	427.6	2578.7	178.6	6197.0	6529.1	7445.8	156.2	6336.0	413.4	46.3	5.0	5.0
MAP1521	1345.4	309.0	2068.0	584.8	970.4	868.4	5.0	684.1	130.2	139.8	5.0	5.0
MAP1522	4037.8	4407.6	4485.6	3795.8	4130.9	5018.9	1528.5	2659.9	961.3	1238.4	4829.2	5178.6
MAP1523	1133.8	496.0	1039.5	1119.3	332.0	215.5	684.7	5.0	184.5	339.5	2034.5	746.4
MAP1524	1134.4	1779.9	1748.1	2496.0	1665.7	1270.9	1437.5	1827.7	5.0	5.0	5.0	5.0
MAP1525	726.6	336.2	453.1	1350.8	724.5	1090.5	5.0	518.1	5.0	5.0	3005.3	2514.2
MAP1526	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1527c	1592.4	1364.7	1052.7	534.9	1542.6	952.2	2245.5	2589.2	2437.5	2192.7	5.0	53.8
MAP1528	790.2	445.0	274.4	432.8	200.3	5.0	59.7	173.8	5.0	27.6	5867.7	5.0
MAP1529	177.0	5.0	5.0	5.0	5.0	5.0	8145.7	5740.0	7244.8	4743.2	5.0	5.0
MAP1530	170.8	5.0	488.1	190.0	286.3	794.3	635.0	450.7	79.6	601.2	1295.2	5.0
MAP1531c	412.6	5.0	509.1	584.0	333.6	223.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1533	679.4	906.3	466.5	715.9	814.1	810.1	1456.7	1352.2	1648.3	2644.2	2386.3	2583.0
MAP1534	1428.6	1299.8	226.6	1511.8	1321.2	1178.6	806.4	1295.4	270.6	869.0	2996.6	1627.4
MAP1535	5.0	5.0	5.0	5.0	5.0	5.0	95.8	114.1	5.0	97.7	5.0	5.0
MAP1536	465.7	279.5	626.2	452.6	194.5	153.6	1484.5	704.9	512.5	545.0	5.0	5.0
MAP1537	1040.6	1537.6	526.6	748.2	654.3	513.6	5.0	558.9	5.0	5.0	5.0	347.3
MAP1538	608.2	106.3	419.9	5.0	434.2	261.7	139.1	155.1	124.5	154.2	81.7	361.1
MAP1539	1118.4	492.9	689.1	877.9	737.5	235.8	1520.4	1387.5	1575.5	1324.4	676.4	1054.3
MAP1540	785.5	805.6	484.2	1550.9	1105.8	804.0	5.0	622.2	5.0	5.0	5.0	5.0
MAP1541	254.9	40.7	192.0	350.5	413.6	316.6	5.0	5.0	5.0	33.4	5.0	5.0
MAP1542	1713.5	893.7	1419.8	2605.8	1210.3	1226.9	3620.0	3439.5	1018.2	1907.4	2711.1	1848.7
MAP1543	2065.8	995.4	1834.1	1468.8	1920.2	1441.2	5.0	390.0	5.0	5.0	3.3	348.2
MAP1545	805.3	215.1	159.3	282.8	571.2	412.3	4255.6	1801.5	1280.3	1623.2	896.6	23.7
MAP1546c	5.0	5.0	155.8	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1547c	563.7	130.9	659.0	192.8	203.9	319.7	95.0	319.8	263.9	480.4	5.0	5.0
MAP1548c	236.1	5.0	473.2	5.0	5.0	9.9	5.0	5.0	5.0	5.0	5.0	5.0
MAP1549c	637.2	463.5	1142.4	1587.3	1489.1	388.4	286.0	703.1	5.0	270.8	5.0	5.0
MAP1550c	687.2	511.6	868.9	169.7	371.3	113.9	5.0	5.0	5.0	5.0	5.0	5.0
MAP1551c	1726.6	1322.7	1131.9	1443.8	1284.6	796.6	1638.3	1115.6	945.2	1180.7	1311.8	850.5
MAP1552	997.1	1013.7	1341.1	1773.9	853.2	662.3	384.9	1020.1	765.7	318.8	1528.3	5.0
MAP1553c	1990.3	2234.1	2736.5	1906.7	4570.2	6410.7	5.0	456.4	5.0	5.0	1726.7	1670.7
MAP1554c	2018.9	1765.1	2088.1	1966.3	3785.7	5866.2	3406.7	2730.9	1233.3	2861.4	929.1	1033.8
MAP1555c	1699.2	1562.3	1531.6	1148.8	3504.3	4323.9	5.0	5.0	5.0	5.0	2724.8	1993.6
MAP1556c	741.3	5.0	150.7	5.0	206.9	5.0	1469.9	421.6	305.3	650.5	1360.4	5.0
MAP1557c	466.6	49.2	685.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	494.7
MAP1558c	5.0	5.0	5.0	41.7	5.0	5.0	5.0	5.0	62.9	5.0	5.0	5.0
MAP1559c	7466.3	6681.7	13094.2	7930.6	6190.8	9308.3	238.1	6140.7	3083.6	1286.4	991.0	984.4
MAP1560	916.4	246.1	614.7	493.9	549.2	360.5	5.0	5.0	5.0	5.0	5.0	5.0
MAP1561c	575.2	5.0	5.0	5.0	313.9	5.0	899.7	1190.5	65.0	5.0	3208.1	3027.7
MAP1562c	434.7	446.3	423.4	535.4	461.6	776.4	5.0	566.4	1430.6	608.5	5.0	5.0
MAP1563c	1080.7	426.2	1326.6	1022.8	955.7	1558.5	452.0	555.3	5.0	5.0	96.7	244.7
MAP1564c	822.1	861.7	461.7	137.9	262.3	15.7	286.7	413.4	5.0	5.0	370.6	1970.2
MAP1565	1342.5	1080.3	634.3	838.9	937.6	731.8	5512.1	3056.6	10518.5	6154.3	5.0	5.0
MAP1566	902.0	604.4	983.8	782.2	592.9	740.9	1916.4	969.1	939.4	936.7	889.0	3755.5
MAP1567	892.1	795.9	693.1	1708.2	1382.5	1356.8	5.0	688.2	5.0	5.0	270.2	471.8
MAP1568	175.3	238.2	21.5	5.0	5.0	5.0	5.0	5.0	207.9	5.0	5.0	5.0
MAP1569	754.1	5.0	855.8	1133.9	486.4	889.3	5.0	654.7	5.0	5.0	5.0	5.0
MAP1570	3246.8	4256.1	3480.8	4867.5	4166.5	4437.1	1166.7	2166.3	897.8	463.3	2217.5	822.2
MAP1571	641.1	776.8	597.3	1702.7	1616.0	2296.5	1231.7	1763.6	1288.2	1135.5	753.5	5.0
MAP1572c	1050.7	717.8	1043.1	1536.8	749.8	1477.6	5.0	629.5	5.0	5.0	5.0	500.9
MAP1573c	1456.8	626.9	1669.1	1233.0	1281.8	1233.0	148.4	862.2	746.8	563.8	5.0	5.0
MAP1574c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	278.2	1172.6
MAP1575c	1706.7	3438.3	2172.3	2756.5	2171.1	2239.5	5.0	1023.2	5.0	5.0	1990.9	2775.0
MAP1576	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	904.5	5.0	5.0	5.0
