LUID	Gene Names	GenBank Accession Numbers
153978	NA	AV043318
181132	Pace4	BG067436
187134	Etv5	BG072956
156979	Asah1	AV093380
168587	Boc	AV140458
160755	Zfp179	AV030547
167335	NA	AV087153
172978	NA	NA
191054	NA	BG076276
155561	1810057E01Rik	AV059107
170585	Scarb2	AV109078
160867	Pgcp	AV031149
155337	App	AV057752
162474	3110050N22Rik	AV002567
188450	Cdc42ep1	BG074082
168812	NA	AV150095
177819	Akp2	BG064457
170563	Naglu	AV085269
154831	Pycr1	AV053779
155509	Penk1	AV058671
157582	NA	AV140914
186341	Tom1l2	BG072270
187306	Ptpn13	BG073102
168386	NA	AV134118
165504	AW554392	AV017738
186486	1810061M12Rik	BG072408
190485	Vps41	BG075793
154854	3110023E09Rik	AV053955
165402	Sdc2	AV016950
174801	Cdkn1a	BG518983
173881	NA	NA
167916	NA	AV111490
161275	Gprc5b	AV033025
166680	1500004A08Rik	AV029242
172788	NA	NA
151931	ORF18	AV029842
157207	NA	AV113654
160907	NA	AV031469
157835	Vps18	AV162166
179313	2310067L16Rik	BG065804
165592	Prkcabp	AV018695
619122	NA	NA
169590	NA	AV133987
172418	Map1lc3b	AI841311
189994	Cfh	BG075397
163061	Polydom	AV009895
191221	Polr3h	BG076409
174698	Mme	AA763715
166231	Pla2g4a	AV025177
190572	Col6a2	BG075864
167510	NA	AV087631
155510	Laptm4a	AV058685
176912	NA	AW538736
189812	Gpc1	BG075228
190623	Lrpap1	BG075910
172443	Adam15	AI841353
189794	Adfp	BG075211
174417	Cdkn1a	BG518983
171473	Slc24a2	AA038753
163607	Man2a1	AV014734
172100	Slc39a7	AI839725
190150	Nt5m	BG075530
181657	3200001F09Rik	BG067938
169442	Ninj1	AV000050
169919	NA	AV064243
160392	NA	AV103360
155498	Fn3k	AV058562
154886	B4galt4	AV054070
167278	Aldh6a1	AV006363
152024	9030221M09Rik	AV030271
181172	Hbp1	BG067475
171153	Nbl1	AI327095
169906	NA	AV093417
163175	Col6a1	AV011032
183337	Npc2	BG069532
188798	Exoc8	BG074367
160398	Grina	AV103277
188620	Klhl5	BG074228
182324	Tbc1d15	BG068555
151598	Mmp24	AV084672
154639	Aga	AV052058
189695	Narfl	BG075127
170276	Dnmt2	AV094441
168209	1190002N15Rik	AV134044
166831	P4ha2	AV030158
172828	NA	NA
166827	2700089E24Rik	AV030038
165454	NA	AV017162
185761	Lgals9	BG071739
168551	1700020M16Rik	AV140304
161404	Gpm6b	AV033394
159276	NA	AV088107
151702	Smpd1	AV085132
166536	Rps6kc1	AV028765
187447	Fbln2	BG073227
155175	1810064L21Rik	AV056585
161460	NA	AV033648
162768	Lama4	AV007026
619490	Nkx2-5	AA530575
181955	Capn7	BG068214
163377	Ikbkg	AV012628
164833	1810031K17Rik	AV084230
160055	Loxl1	AV094998
157995	NA	AV171543
188901	Tde1	BG074452
187733	Aldh3a2	BG073489
162829	NA	AV007929
170828	Rcn1	AA016913
619996	Mmp16	AW701844
165737	D6Wsu163e	AV021358
188973	Npnt	BG074516
169400	NA	BB017079
154820	Dcxr	AV053696
151418	Zfp503	AV089816
166309	NA	AV025608
187208	Trio	BG073021
180479	Rps6kc1	BG066844
169373	Coro1b	AV247699
174344	Gm2a	AA919242
160884	NA	AV031258
165756	Slc35a1	AV021713
185312	Vldlr	BG071366
169875	Irf3	AV162240
158064	NA	AV171934
160110	NA	AV094885
182061	Ddb2	BG068313
164180	Nt5e	AV077865
178321	Stk3	BG064902
168239	Grn	AV134035
162732	NA	AV006889
166916	Sara1	AV005779
188761	Arsa	BG074336
188549	A430107J06Rik	BG074168
186258	Naglu	BG072192
177644	Acox1	BG064308
180152	Pttg1ip	BG066621
154502	NA	AV050775
178968	Itgb5	BG065503
170039	Cct5	AV039998
619317	NA	NA
166733	AI844915	AV029703
181265	Acpl2	BG067566
163327	Col6a3	AV012366
157771	Sdbcag84	AV162211
190582	2810442O16Rik	BG075873
155920	Myd116	AV061327
163765	1200013A08Rik	AV016125
619135	NA	NA
164610	NA	AV083487
167140	Pex11b	AV006230
166094	B230106I24Rik	AV024436
165061	Tcn2	AV085941
619485	Rb1	AA153756
184354	AA960436	BG070496
189325	AW146154	BG074823
190866	Myo1b	BG076112
618776	Ctsd	X52886
166307	Zfp608	AV025573
182036	Evi5	BG068290
154319	Agtrap	AV049104
187804	Rasa3	BG073546
187983	D430028G21Rik	AW550913
172085	Spg20	AI840044
178152	4930471M23Rik	BG064744
164357	C630002M10Rik	AV078553
154792	Tcte1l	AV053447
157912	Cdh11	AV170815
172034	Maoa	AI838757
181423	Spfh2	BG067720
619525	Smad6	AA451501
165899	NA	AV023439
155033	Fgfr1op2	AV055463
151419	Cpt1a	AV089645
183731	D14Ertd436e	BG069913
172460	Mcoln1	AI841374
165202	NA	AV086520
165740	NA	AV021431
165357	BC003266	AV086954
160388	NA	AV103319
165878	Rbm18	AV023202
189669	Ecm1	BG075104
180780	Dpp7	BG067113
157821	Dpysl3	AV162270
165965	B430320C24Rik	AV024028
171342	Impa1	AA152733
153797	1700025G04Rik	AV042959
165180	Entpd4	AV086322
182605	Rasa2	BG068828
189564	Akap11	BG075014
619921	Smad2	BG243406
167122	NA	AV006212
187131	A530047J11Rik	BG072954
168904	D230010M03Rik	AV137009
154918	1810043G02Rik	AV054524
178643	9030221M09Rik	BG065207
188809	D1Ertd251e	BG074378
183132	Ches1	BG069409
153715	Rusc2	AV042520
164887	NA	AV084311
189118	Thrap2	BG074645
163097	Col4a2	AV010312
159381	2310038H17Rik	AV088520
160693	2700078K21Rik	AV104318
170623	NA	AV145648
170083	NA	AV042683
168190	NA	AV133901
157497	NA	AV134890
161664	D4Ertd89e	AV036151
169546	NA	NA
187505	Pycr1	BG073280
167944	NA	AV111492
159242	NA	AV088036
170093	Siah2	AV048302
163073	BC039632	AV010028
169776	NA	AV113595
159306	NA	AV088401
161451	Extl2	AV033591
186681	Col4a1	BG072558
170287	Pola1	AV095001
172930	NA	NA
172510	Txndc4	AI847876
163702	NA	AV015561
184466	Ddhd1	BG070605
164896	Tmed3	AV084315
186131	Igfbp4	BG072077
168838	Pld3	AV105185
171164	Col4a6	AI327133
164444	Stx7	AV082000
165940	NA	AV023734
164332	Osbpl2	AV078402
161418	Atp6v0a1	AV033672
185216	Vldlr	BG071280
171060	Pygm	AI324008
162209	NA	AV039994
166539	NA	AV028621
177660	Pld1	BG064323
176896	Phldb2	BG063684
165827	NA	AV022731
190181	Pbxip1	AW556431
619700	Angpt2	BG176309
165964	5033406L14Rik	AV024096
172708	NA	NA
177216	Tm9sf2	BG063940
163516	Col6a1	AV013988
188425	9530068E07Rik	BG074060
175575	NA	AW319721
165845	Osr2	AV022713
186794	2810429O05Rik	BG072654
179292	4632428N05Rik	C76920
151582	Postn	AV084876
166211	NA	AV025050
166938	Cutl1	AV005842
167156	1810009B06Rik	AV006233
180909	1200013F24Rik	BG067236
175210	Camk2d	AA462389
187698	AW549877	BG073457
172478	Zfp523	AI847830
190027	Mef2d	BG075424
157020	Uckl1	AV095442
169678	NA	AV076916
169730	Idh1	AV090383
160768	F3	AV030570
185137	Atp11a	BG071221
155871	1810009B06Rik	AV061272
167976	NA	AV111580
168836	Cox7a2l	AV103166
152806	Uros	AV090364
160827	NA	AV030677
164490	NA	AV082283
171270	Tcf3	AA015280
163718	Capn6	AV015724
166822	Dmtf1	AV030267
169594	Reps1	AV133836
155574	Inpp5b	AV059192
160700	Ctsz	AV104403
167444	NA	AV087499
188101	BC023151	BG073780
168182	Olfml3	AV133755
619415	NA	NM_008896
164723	3230401D17Rik	AV083872
162432	Sybl1	AV002221
160830	NA	AV030939
151784	Smarca2	AV085419
166993	Hspb7	AV006011
178106	Ppm1b	BG064691
169556	NA	NA
188617	Tex264	BG074225
167171	Atp5a1	AV006298
187511	Alcam	BG073286
184256	Cnnm2	BG070401
163823	Dnaic1	AV016613
171309	Gstz1	AA139820
162043	2700075B01Rik	AV039413
178891	Prkcsh	BG065431
159666	NA	AV093761
190665	Fcgrt	BG075948
169853	Pdcd4	AV114712
154279	Naga	AV048612
163617	NA	AV014884
170044	Rdx	AV040247
167608	BC004004	AV087882
187287	P4ha1	AW548258
160583	Aldh3a2	AV104088
157280	Spna2	AV114008
166028	Ap3m2	AV024138
189137	Ptprs	BG074663
189346	Slc9a1	BG074837
170917	Glb1	AA154019
153104	Ptgs1	AV040586
169790	Ywhae	AV113054
187828	NA	BG073563
152625	9030221M09Rik	AV083921
191144	1700020I14Rik	BG076352
164884	Fmod	AV084349
164170	Pqlc1	AV074804
153319	Lrrc28	AV041334
169184	NA	AV228335
619915	Smad2	BG243406
161852	Dscr3	AV037889
154638	Tnip2	AV051979
169876	NA	AV171584
170479	NA	AV140847
173962	NA	NA
190419	Mllt3	BG075744
188967	Col1a2	BG074512
160613	NA	AV103941
164321	1810020C19Rik	AV078373
186358	Sh3kbp1	BG072286
161459	Hist3h2ba	AV033784
165677	NA	AV020321
186525	Zfp364	BG072444
166093	Nid1	AV024525
171800	Csad	AI838262
160808	Atp1b3	AV030827
185556	Birc3	BG071562
159524	Capg	AV088784
190398	Dnajb9	BG075729
176476	Vldlr	BG063333
179858	Snx2	BG066284
180979	Gdap1	C85845
165474	Fbxl17	AV017252
159807	Rps8	AV094598
184242	Mdfid	BG070388
167288	Nupr1	AV087068
165455	NA	AV017087
183536	Pld3	BG069727
165708	1110007A06Rik	AV020794
164110	Stx7	AV074539
161478	Cdc42ep4	AV033754
152752	Ostm1	AV091707
176366	NA	BG063241
178651	Tef	BG065215
187444	Ube2q	BG073224
153630	Ndufa3	AV042439
167477	2310005P05Rik	AV087465
169787	Bsg	AV112182
169006	Wfs1	AV162894
157555	Dscr3	AV135750
178796	Glrx1	BG065350
179449	4930527D15Rik	BG065922
164792	NA	AV083851
169835	NA	AV141119
179395	Luc7l2	BG065876
161763	Degs1	AV037185
173297	NA	NA
160369	5730593F17Rik	AV103254
171840	Napa	AI838341
167456	NA	AV087555
163252	4933430F16Rik	AV011803
162868	2810002D13Rik	AV008231
154860	NA	AV053875
175490	Cacna1g	AA386626
166943	2010315L10Rik	AV006003
184645	Cbfa2t2h	BG070774
152185	2010106G01Rik	AV066194
188162	Scmh1	BG073830
165027	Ubtd1	AV085888
186809	Spata13	BG072668
178181	NA	BG064771
186887	Man2a1	BG072735
619727	NA	M58633
619794	Ppib	M60456
189752	Ern1	BG075179
188562	Mir	BG074181
187014	Phldb1	AW547148
168619	NA	AV140471
151625	NA	AV084726
167932	NA	AV111526
157694	NA	AV141640
155464	NA	AV058161
172974	NA	NA
176622	Rnf13	BG063454
158062	Agtrap	AV171817
170916	Hmx3	AA144096
154614	Oaz2	AV051747
186946	Atrn	BG072788
175084	Cdkn1a	AA681082
172200	2410104I19Rik	AI837793
172637	Mast3	AI854104
164868	C1qtnf3	AV084286
164558	Apg10l	AV083246
162212	Aptx	AV040057
186140	Cbfa2t1h	BG072085
153680	Clk4	AV042530
164674	Mmp2	AV083696
161013	6530401D17Rik	AV031913
169819	Cyp4b1	AV114023
183050	Dnajc5	BG069253
169642	Snrpd1	AV063640
171477	Slc6a9	AA049547
169314	Ahr	AV229162
167384	NA	AV087293
175145	Pbx3	AI415655
172097	A230083H22Rik	AI839720
167541	Il18	AV087765
170253	NA	AV087036
155915	Slc40a1	AV061070
151403	NA	AV089638
185601	Lman1	BG071597
153142	NA	AV040642
161635	2310036D22Rik	AV035971
167503	Nupr1	AV087698
172798	NA	NA
161104	NA	AV032299
153820	Atp6v1c1	AV042904
184500	NA	BG070636
163650	NA	AV015250
161776	H2-Q1	AV037365
161612	Snx2	AV035715
187611	2810405I11Rik	BG073376
164846	Atp9a	AV084064
173552	NA	NA
170474	2610036A22Rik	AV114664
154352	Chkb	AV049459
184580	Akap2	BG070714
170000	Ell	AV033562
182408	Pcdh7	BG068636
151679	NA	AV085019
155596	1810057C19Rik	AV059090
153054	Scarb2	AV109078
183302	Apg9l1	BG069497
161272	Fcgrt	AV033151
619131	NA	NA
165348	BC016188	AV086930
186167	Nupr1	BG072110
162928	Marveld1	AV008818
153875	NA	AV043093
162698	Lgals7	AV006431
166129	NA	AV024751
169288	Qk	AV325162
189958	9630015D15Rik	BG075363
164978	Jup	AV085871
154061	2410022L05Rik	AV043662
168323	NA	AV134073
183576	Tpd52l2	BG069764
161184	Ahcyl1	AV032620
187800	Rnf111	BG073542
186127	Wdr10	BG072073
152025	NA	AV031249
189781	4933426M11Rik	BG075203
619059	NA	NA
186166	NA	BG072109
151859	9130227C08Rik	AV085647
167564	2810405F18Rik	AV087801
160821	B930062P21Rik	AV030797
162389	Hexb	AV001565
180110	NA	BG066508
171214	Ctbp2	AA036337
151397	NA	AV089538
165581	Bglap1	AV018472
172672	NA	NA
179870	Tmc6	BG066295
