mirbase id	Score(d)	Fold Change	q-value(%)	FDR<0.05
hsa-mir-182	4.256726599	43.49991996	0	upregulated miRs with FDR < 0.05.
hsa-mir-450a-1	0.448014509	1.416159263	69.48845039
hsa-mir-23b	0.447110253	1.630768697	69.48845039
hsa-mir-551b	0.436823534	3.706311892	69.48845039
hsa-mir-125b-1	0.43623865	5.053157465	69.48845039
hsa-mir-373	0.435150736	1.567500119	69.48845039
hsa-mir-576	0.429778406	1.723047847	69.48845039
hsa-mir-376b	0.401770421	1.516843597	69.48845039
hsa-mir-650	0.396979446	1.137586303	69.48845039
hsa-mir-518d	0.391202041	1.159329958	69.48845039
hsa-mir-30a	0.379756673	1.235624043	69.48845039
hsa-mir-384	0.367260442	1.474748876	69.48845039
hsa-mir-556	0.362153136	1.147051319	69.48845039
hsa-mir-452	0.349781965	1.296207779	69.48845039
hsa-mir-205	0.346980967	1.218312198	69.48845039
hsa-mir-503	0.341060636	1.359085797	69.48845039
hsa-mir-637	0.33771947	1.417301365	69.48845039
hsa-mir-128-1	0.335546497	1.73981447	69.48845039
hsa-mir-27b	0.334542166	1.569931112	69.48845039
hsa-mir-133b	0.330870784	3.869394978	69.48845039
hsa-mir-769	0.330838319	1.13096795	69.48845039
hsa-mir-506	0.330606985	1.397452768	69.48845039
hsa-mir-200a	0.328941845	1.591884977	69.48845039
hsa-mir-662	0.327733684	1.61570802	69.48845039
hsa-mir-412	0.325625115	1.909712967	69.48845039
hsa-mir-602	0.321416928	2.415155663	69.48845039
hsa-mir-181c	0.319808042	2.073328131	69.48845039
hsa-mir-614	0.309729244	1.355796548	69.48845039
hsa-mir-154	0.308712682	1.343070416	69.48845039
hsa-mir-525	0.302663822	1.560816558	69.48845039
hsa-mir-105-1	0.302500688	1.680739544	69.48845039
hsa-mir-624	0.293581543	1.326245986	69.48845039
hsa-mir-98	0.29236125	1.506318962	69.48845039
hsa-mir-15b	0.290142058	1.365926731	69.48845039
hsa-mir-518f	0.289995682	1.487242717	69.48845039
hsa-mir-324	0.286227475	1.799903592	69.48845039
hsa-mir-518c	0.285369147	1.400850044	69.48845039
hsa-mir-517b	0.255980131	1.348455409	69.48845039
hsa-mir-220a	0.248078203	1.298677427	69.48845039
hsa-mir-601	0.242901455	1.27451852	69.48845039
hsa-mir-639	0.241891361	1.913125266	69.48845039
hsa-mir-204	0.240055367	1.471535738	69.48845039
hsa-mir-512-1	0.236199374	2.276097258	69.48845039
hsa-mir-553	0.235360826	1.264020178	69.48845039
hsa-mir-516a-1	0.229949544	1.46976724	69.48845039
hsa-mir-95	0.228637823	1.871182541	69.48845039
hsa-mir-651	0.226260018	1.266428995	69.48845039
hsa-mir-10b	0.220577737	1.197953729	69.48845039
hsa-mir-339	0.215231339	1.55043292	69.48845039
hsa-mir-519b	0.211309905	1.307748049	69.48845039
hsa-mir-34b	0.208619699	4.185219941	69.48845039
hsa-mir-514-1	0.206816842	1.248054834	69.48845039
hsa-mir-9-1	0.201071731	2.097643874	69.48845039
hsa-mir-32	0.197842962	1.601604718	69.48845039
hsa-mir-520d	0.186723253	1.306483287	69.48845039
hsa-mir-489	0.182651355	1.202767438	69.48845039
hsa-mir-492	0.181027932	1.126722986	69.48845039
hsa-mir-607	0.176484577	1.464776517	69.48845039
hsa-mir-642	0.172034917	1.07884679	69.48845039
hsa-mir-425	0.165181721	1.386768538	69.48845039
hsa-mir-648	0.154933722	1.083298656	69.48845039
hsa-mir-128-1	0.154889761	1.669410095	69.48845039
hsa-mir-500	0.154191372	1.311631896	69.48845039
hsa-mir-630	0.150885276	1.350803063	69.48845039
hsa-mir-30a	0.13922013	3.007228409	69.48845039
hsa-mir-136	0.139083892	1.278070472	69.48845039
hsa-mir-199b	0.132990369	1.16876027	69.48845039
hsa-mir-218-1	0.132321153	1.170785141	69.48845039
hsa-mir-520e	0.130406118	1.20256815	69.48845039
hsa-mir-507	0.128385281	1.094196783	69.48845039
hsa-mir-516a-1	0.127014608	1.286051724	69.48845039
hsa-mir-302a	0.125679741	1.196619176	69.48845039
hsa-mir-126	0.115100731	1.344171275	69.48845039
hsa-mir-491	0.103676256	2.135857989	69.48845039
hsa-mir-611	0.103320776	1.351223611	69.48845039
hsa-mir-127	0.098884106	1.22422836	69.48845039
hsa-mir-801	0.088711225	1.413621668	69.48845039
hsa-mir-617	0.08085917	1.258567832	69.48845039
hsa-mir-369	0.078104359	1.044375004	69.48845039
hsa-mir-379	0.077301194	1.106775675	69.48845039
hsa-mir-574	0.077078094	2.499078862	69.48845039
hsa-mir-548d-1	0.075297415	1.149974459	69.48845039
hsa-mir-302a	0.071281585	1.174649589	69.48845039
hsa-mir-27a	0.065403881	1.934484657	69.48845039
hsa-mir-519e	0.060337334	1.150023185	69.48845039
hsa-mir-409	0.057641832	1.122675596	69.48845039
hsa-mir-1-1	0.057528401	1.404223967	69.48845039
hsa-mir-202	0.051214564	1.79305119	69.48845039
hsa-mir-141	0.042852859	1.714051837	69.48845039
hsa-mir-299	0.04005918	1.117863389	69.48845039
hsa-mir-505	0.03954537	0.94884694	69.48845039
hsa-mir-644	0.037244414	1.386853671	69.48845039
hsa-mir-134	0.034124674	1.414041561	69.48845039
hsa-mir-206	0.032469594	1.406606607	69.48845039
hsa-mir-124-1	0.022074564	1.316233764	69.48845039
hsa-mir-502	0.021454222	1.14076254	69.48845039
hsa-mir-518e	0.020606614	1.082344796	69.48845039
hsa-mir-494	0.019440537	1.415462515	69.48845039
hsa-mir-325	0.017491681	0.951408906	69.48845039
hsa-mir-324	0.008088176	1.609926556	69.48845039
hsa-mir-106b	0.007097241	1.187187363	69.48845039
hsa-mir-376b	0.006274178	1.159272368	69.48845039
hsa-mir-410	0.005150471	1.423676382	69.48845039
hsa-mir-515-1	0.001958237	1.041263217	69.48845039
hsa-mir-449a	0.001633778	1.048725119	69.48845039
