LUID	Gene Names	GenBank Accession Numbers
154398	2310075A12Rik	AV050039
176634	Ckb	BG063466
176686	Nrk	BG063511
151939	NA	AV061779
167337	NA	AV087195
154617	Fyn	AV051790
184337	Selk	BG070480
178696	Cyb5	BG065259
152327	NA	AV068233
151560	NA	AV084863
190671	Usp33	BG075953
190742	Idb3	AW557873
168993	Nab2	AV155521
179747	Ap3b1	BG066191
165968	9130229H14Rik	AV024030
163495	S100a13	AV013830
159907	Snapc4	AV094673
185061	Pcyt1a	BG071157
151510	Glcci1	AV090250
164838	Selk	AV084246
187696	2310016C16Rik	BG073455
190459	Shc1	BG075774
188964	Snx4	BG074509
156988	2410005K17Rik	AV095316
164985	Ugp2	AV085874
152665	Cdkn2b	AV084830
152339	Selk	AV068625
174774	Ap3s1	AW321232
177180	Sqstm1	AW539669
169889	Rabep1	AV162434
155037	Ostf1	AV055544
155809	0610009H04Rik	AV060349
154745	NA	AV053013
176493	Cklfsf3	BG063345
188628	Ndfip1	BG074233
171657	Ptprn2	AA216971
152715	2410001H17Rik	AV089020
176208	Tapbp	BG063105
174601	Atp7b	AA024046
163443	1810009M01Rik	AV013352
169907	NA	AV094706
189494	Sra1	BG074964
171637	Tbx5	AA198841
187911	Serpinh1	BG073716
186464	1810009M01Rik	BG072387
162475	Cyb5	AV002506
185753	NA	BG071731
168034	2310008M10Rik	AV133621
189644	Bet1	BG075080
185204	NA	BG071273
155661	Bet1	AV059499
181405	4732493F09Rik	BG067703
172105	Prkar1a	AI839811
180114	H47	BG066512
174740	S100a11	AI120763
169623	Rad51l1	AV062009
180873	AW146299	BG067201
174543	Gnas	AA222151
170876	Edg2	AA124573
159222	Crip1	AV088082
153493	Hsbp1	AV041963
181934	Ndfip1	BG068193
171157	Idh1	AI327112
166940	D8Ertd594e	AV005819
185125	Dap	BG071212
161239	2900073G15Rik	AV032948
184913	D17Wsu94e	BG071017
173395	NA	NA
155056	Sel1h	AV055604
189680	Mtch1	BG075113
190264	Anxa7	BG075628
162902	Col14a1	AV008630
160091	Sra1	AV095030
177702	Gprc5c	BG064361
165956	Sh3bgrl	AV023687
189910	Tloc1	BG075318
190853	Cope	BG076101
160113	Sec22l1	AV094958
175186	Map2k6	AA140384
169845	NA	AV114126
182322	1110003E01Rik	BG068553
173997	NA	NA
190031	Myl9	BG075428
165405	Mbnl2	AV016774
167996	Lgals1	AV123125
188499	Mxd4	BG074125
163323	1110006G06Rik	AV012305
178007	Rsu1	BG064612
171814	2900073G15Rik	AI838292
165017	Za20d3	AV086090
187380	5730454B08Rik	BG073166
185267	Cbr2	BG071322
163395	NA	AV012818
185868	Rassf1	BG071838
163927	NA	NA
160040	1110020C13Rik	AV094913
165153	Ilvbl	AV086425
152008	NA	AV029079
152312	NA	AV067886
177145	Nucb2	BG063795
187119	NA	BG072943
159537	NA	AV093414
185148	1600029D21Rik	BI076418
175489	Map2k1	AA154825
185533	4930451A13Rik	BG071545
169709	Sdfr1	AV088324
161840	2900073G15Rik	AV037870
159512	Clic1	AV088716
176917	Sri	BG063700
154674	3321401G04Rik	AV052169
188578	Maged2	BG074195
179772	Ltb4dh	BG066212
164547	NA	AV083120
169565	Crip1	AV005257
151547	Ubl4	AV084743
185978	Nbr1	BG071938
163206	D19Wsu162e	AV011357
166745	Fbxo6b	AV029669
159319	Sec31l1	AV088367
154533	Ugalt2	AV051172
157197	Myl3	AV113593
190434	Rshl2	BG075758
160616	Ltb4dh	AV103969
172022	Sec31l1	AI838735
161583	NA	AV035117
189946	Pdgfa	BG075352
156968	Crip1	AV065481
619387	NA	NA
167694	Vps28	AV109344
168025	2310020H19Rik	AV133620
168805	Cnih2	AV150049
169096	Mtap1b	AV300837
171733	NA	AI837008
186539	Pink1	BG072458
188631	Lxn	BG074236
176008	Myo1b	BG062934
164283	Fuca1	AV078155
165029	Ccng1	AV085965
165511	Rab11a	AV017592
165152	NA	AV086349
187275	Trappc1	BG073076
155386	Ptpla	AV057998
155768	Lbh	AV060194
157740	2610208E05Rik	AV141836
168731	Mylc2b	AV149965
165396	Trappc1	AV016837
174614	Egr1	AA119590
159221	1500009M05Rik	AV088070
164224	D4Bwg0951e	AV077978
164987	Acta1	AV085882
618962	Fn1	M18194
163618	Lox	AV014751
172257	Pten	AI840761
165247	NA	AV086577
170436	NA	AV057100
165753	NA	AV021649
164182	Acta2	AV077899
162600	NA	AV004305
161708	Tagln	AV036731
619580	Casp3	BE284569
164774	Cyr61	AV083989
178890	Tpm4	AW537534
167763	NA	AV109555
168077	NA	AV133683
174664	Plat	AA426892
161908	Ctla2a	AV038462
170139	Cd48	AV056452
167726	Ugalt2	AV109253
159395	Bcap31	AV088565
176980	2310061B02Rik	BG063824
170798	Ext1	AI385657
176909	Vcl	BG063694
169089	NA	AV301664
177596	Sdc3	BG064265
184641	3110002H16Rik	BG070770
180164	Msn	BG066632
190291	NA	AW556716
163552	3110002H16Rik	AV014412
190113	Sdc2	BG075497
152285	2010203O07Rik	AV066388
174491	Ascl1	W36071
155950	Ppib	AV061204
190115	D10Ucla1	BG075499
167650	Anxa5	AV087971
157260	2610024H22Rik	AV113769
154468	1810013L24Rik	AV050411
166829	Yif1	AV030269
171521	Dstn	AA116762
154656	Dap	AV052379
164910	Apbb2	AV084427
189648	Cryab	BG075084
619464	Ntf3	AA242075
188027	Anxa2	BG073630
152705	NA	AV087647
170760	Pdgfa	AI385687
154367	Map2k1ip1	AV049482
174965	Pbx3	W45920
152295	Pim1	AV066924
165707	NA	AV020944
170130	NA	AV057609
154566	Chst2	AV051234
163116	3110002H16Rik	AV010492
619545	Cdkn2b	BE306547
188491	Cbara1	BG074117
172403	6330540D07Rik	AI841288
172876	NA	NA
157955	NA	AV171117
164650	Commd10	AV083496
167428	NA	AV087410
179095	Serpinb6c	BG065606
154540	Serpinb6a	AV051051
167464	NA	AV087503
159567	Tmsb4x	AV093499
154794	Atp6v0e	AV053448
174776	Hsd17b4	AW323058
152826	NA	AV093205
152296	0610006I08Rik	AV066162
168912	NA	AV138759
189634	Tmsb4x	BG075073
159694	Cstb	AV093738
167476	Itm2b	AV087588
163732	NA	AV015880
163481	Trib2	AV013644
160302	Gabarap	AV095195
186768	5033406L14Rik	BG072631
177083	Capza1	BG063741
164909	2310008M10Rik	AV084553
167729	2210412D01Rik	AV109409
152298	Gpr172b	AV066165
151665	NA	AV084957
164125	NA	AV074746
182372	Jak2	BG068603
181160	Apbb2	BG067463
165692	Tram1	AV020518
174005	NA	NA
171737	Cltc	AI838412
184520	Sox4	BG070656
152214	NA	AV065962
160486	Emp3	AV103733
166600	Gabarap	AV029091
183177	Hsd17b4	BG069465
162150	Rai14	AV039736
179315	BC004044	BG065806
163590	2410003B16Rik	AV014792
170853	Tjp1	AA122889
180080	Nckap1	BG066478
162714	Prkab2	AV006591
167187	Atp6v0c	AV006291
187304	4931406P16Rik	BG073101
161182	Cltc	AV032647
190930	Ypel5	BG076174
154974	Mospd2	AV054924
160180	2410004H05Rik	AV095146
162940	1110015E22Rik	AV008978
191234	1200008A14Rik	BG076496
186260	Crot	BG072194
163754	NA	AV016006
188322	2610001E17Rik	BG073968
185171	Cbr2	BG071245
174493	Foxc1	AI415347
154538	3200001F09Rik	AV051084
174589	Foxc1	AI415347
182301	Rgs2	BG068533
160348	Atp6v0e	AV103081
166003	Bmp6	AV024226
151877	1810046J19Rik	AV085707
190231	Mpp1	BG075599
171709	Adam10	AI836959
162905	Jundm2	AV008662
154563	Rab7l1	AV051310
151515	Rasa3	AV090329
165547	NA	AV018091
189104	Vkorc1	BG074633
188126	2410004H05Rik	BG073802
151255	Pla2g1br	AV088286
155015	Vkorc1	AV055512
190433	Cd81	BG075757
151225	Ripk2	AV081633
154258	NA	AV048297
183643	Ap3s1	BG069828
182284	Ccndbp1	BG068516
182163	Dp1	AU022809
162655	Sgne1	AV005085
160461	Atp6v0d1	AV103514
163520	NA	AV013952
155284	1810045K07Rik	AV057381
164005	Ostf1	AV074353
161917	Rab11a	AV038394
171683	Pten	AA218098
154651	Zfyve21	AV052337
174392	Hsd17b4	AW323058
163467	Nid2	AV013588
185261	Sh3bgrl	BG084187
162921	NA	AV008899
157928	Tcf4	AV171094
181802	Fath	BG068068
187070	Zfp281	BG072896
171173	Copz2	AA002476
157946	Msx1	AV170995
162691	Sepx1	AV005569
181273	Carhsp1	BG067573
186737	Atp6v0d1	BG072605
166803	Praf2	AV029981
152059	NA	NA
179275	Foxo3	BG065768
165962	D030029J20Rik	AV023845
165089	1200003C05Rik	AV086189
184951	Ap1s2	BG071054
164400	Pi4k2a	AV078595
619573	Edf1	BF162717
162307	Arg2	AV000306
187376	Osbpl1a	BG073162
151996	Cd24a	AV062071
163094	Rbms1	AV010321
171475	Nab2	AA050579
166741	1700123O20Rik	AV029686
162493	NA	AV002895
155367	Fbxo44	AV057697
152283	Isg20	AV066323
183663	NA	BG069848
187193	Gpr116	BG073006
177916	1600019O04Rik	BG064539
177853	Rab18	BG064483
167817	Dp1	AV111377
152011	Cklfsf5	AV029705
170789	Foxd1	AI385632
178093	2210412K09Rik	BG064702
161675	Rab9	AV036483
163627	Tulp4	AV015077
176809	NA	BG063611
163148	1110029E03Rik	AV010817
177420	2610019P18Rik	BG064122
180067	NA	BG066465
154561	1810017G16Rik	AV051238
163463	6720425G15Rik	AV013568
154901	NA	AV054263
163067	Capns1	AV009913
174572	Lyn	AA509398
165069	Jtb	AV085908
190284	Pja2	BG075646
155875	Tceal8	AV061168
183489	BC023928	BG069681
158031	Smoc2	AV171917
179351	Vamp4	BG065842
164215	NA	AV077950
170823	Timp1	AA009008
188071	Mfge8	BG073671
151452	NA	AV089892
159323	Rgs4	AV088379
187044	Sparc	BG072874
173872	NA	NA
162904	Mgll	AV008661
182686	B3gnt1	BG068907
186372	Ramp2	BG072299
176952	Crtap	BG063806
180499	2610021K21Rik	BG066862
155084	NA	AV055621
160671	Il4ra	AV104239
177250	Ppap2b	BG063969
177595	NA	AW544081
172541	Ppp3r1	AI847534
177318	Cln5	BG064027
186971	Bmp1	BG072809
160373	Ppic	AV103240
167487	NA	AV087606
186744	Lrrfip1	BG072610
159357	NA	AV088542
171869	Tgfbr2	AI838600
162718	NA	AV006637
151617	Pdrg1	AV084856
619586	Tagln	BF537989
175073	Itgb1	AA597282
619651	Surf4	AI788623
164541	Gba	AV083198
178506	Atp6v0c	BG065073
161651	BC031181	AV036285
190402	Pdrg1	AW556987
155833	Taf13	AV060638
156957	NA	AV065496
163606	Mgll	AV014878
181717	5031400M07Rik	BG067988
170663	NA	AV218319
165970	5630401J11Rik	AV023996
190117	Cmkor1	BG075501
175130	Itgb1	AI226124
176240	P4ha2	BG063134
165391	Itgb1	AV016927
178213	Sparc	BG064802
171876	Lphn2	AI838622
152352	2010203O07Rik	AV068867
183869	Cdk8	BG069949
151804	NA	AV085357
180839	Tiparp	BG067168
188797	Mglap	BG074366
164147	NA	AV074625
159446	1810020D17Rik	AV088778
165191	1500002I11Rik	AV086372
179304	Gm2a	BG065795
619086	NA	NA
151821	NA	AV085579
167580	NA	AV087851
151823	Pla2g1b	AV085478
171479	Mfge8	AA050002
181484	Pde8a	BG067778
157904	Sparc	AV170828
152694	Krt1-19	AV088545
169810	Vim	AV113424
154763	Vamp8	AV053401
190543	Vti1b	BG075842
189246	Ctsd	BG074760
169090	Plcb3	AV300378
178645	1500002I11Rik	BG065209
152693	Ccnd2	AV087918
162712	1100001I19Rik	AV006490
170631	NA	AV147570
155111	Ninj1	AV056092
160337	Cav1	AV103051
190309	Tgif	BG075666
159332	Rabac1	AV088381
186277	BC021790	BG072210
183913	D6Wsu163e	BG069989
161237	Dtr	AV032861
173698	NA	NA
160548	NA	AV103912
174749	Tyro3	AI155344
162812	Rhbdf1	AV007417
162640	Ndfip2	AV004846
152632	NA	AV084329
187381	Hsd17b4	BG073167
162282	1110038M16Rik	AV040331
163985	NA	AV074050
167093	Actc1	AV006189
183800	9430070O13Rik	BG070052
180506	1700110N18Rik	BG066866
151811	Ovca2	AV085413
180031	Tollip	C79165
183595	Hsd17b4	BG069782
170056	Dnaja1	AV041579
174142	NA	NA
166974	NA	AV006038
151696	Mvp	AV085052
184490	Cav1	BG070627
186824	Prnp	BG072683
187861	Copg2	BG073594
618889	H2-D1	X00246
166934	AA415817	AV005834
166960	Fabp3	AV006024
164670	Itgb1bp1	AV083557
159517	Slpi	AV088759
159577	Cd63	AV093530
619076	NA	NA
167796	NA	AV109643
151630	Mpn	AV084759
165094	NA	NA
169869	NA	AV141709
172379	Rps6ka2	AI841242
162377	Arhgdib	AV001134
155158	NA	AV056245
169829	NA	AV140955
151800	2310002J15Rik	AV085439
160894	BC003277	AV031348
185412	AB023957	BG071439
172115	Rab2	AI839761
166851	Tprt	AV030125
172043	A730024A03Rik	AI838773
160374	Actr10	AV103291
155316	NA	AV057504
185931	Fabp3	BG071897
161146	NA	AV032540
165653	C030004A17Rik	AV019942
165604	Rhob	AV018960
168161	NA	AV133847
183775	Psmd8	BG070030
154302	Sdf4	AV048780
165684	NA	AV020344
155132	Klhl7	AV056273
157667	NA	AV141422
168196	Tceal8	AV133990
183380	4933433P14Rik	BG069575
184523	4933405A16Rik	BG070659
163601	1110056N09Rik	AV014892
172451	Syt11	AI841363
169078	NA	AV297168
178057	Ctla2a	BG064656
183217	Rgnef	BG069493
164550	NA	AV083241
174568	Plat	AA426892
181418	Zfp294	C87237
164579	Egln1	AV083138
183791	Mylk	BG070044
171993	Srp14	AI838971
188432	Cd164	BG074067
178834	Klhl7	BG065384
165606	NA	AV018850
152644	2410001H17Rik	AV085104
163889	NA	AV073692
178963	Atp6v0e	BG065498
160141	Fabp3	AV095036
165384	Ube2q	AV016801
164799	Tde2	AV083974
155763	NA	AV060165
161741	B2m	AV037118
170103	Arhgdig	AV049028
174490	Gba	W33396
174587	Ascl1	W36071
168696	Cst3	AV149987
160251	Atp6v1e1	AV095133
160692	Itm2b	AV104519
162707	Col1a2	AV006421
173721	NA	NA
152566	NA	AV070719
180500	Atp6ap1	C80679
152424	NA	AV071255
160582	Leprot	AV103984
157365	5031400M07Rik	AV114192
161502	NA	AV034168
155151	Mgst3	AV056432
157767	Laptm4a	AV162343
163408	Fcer1g	AV012906
188902	Lamp2	BG074453
155062	NA	AV055653
164681	NA	AV083716
164847	Insig2	AV084121
171786	Asb8	AI836071
160618	Fabp3	AV104116
187829	App	BG073564
618867	NA	NA
161643	NA	AV035765
165496	5031439A09Rik	AV017390
161457	Itm2b	AV033691
153424	NA	AV041783
155628	Wbp5	AV059394
175274	Prkcd	BE448170
161754	Isg20	AV037322
159281	Mgst3	AV088029
169222	Col4a1	AV006151
163952	NA	NA
169809	Lamr1	AV095354
172354	NA	AI840657
164667	Npc2	AV083728
155986	NA	AV061490
173015	NA	NA
154932	NA	AV054667
163335	Trip12	AV012484
185471	2310032D16Rik	BG071492
190707	Itm2b	BG075985
161581	Ctla2a	AV035023
152620	NA	AV085108
168154	Ssr4	AV133727
151320	Fabp3	AV089019
161775	Klhl7	AV037280
155651	NA	AV059610
166782	Ctsb	AV029852
165270	6720456B07Rik	AV086681
173847	NA	NA
189275	Cd9	BG074787
186250	Fbxl3	BG072184
171693	1110003E01Rik	AA219953
170194	Nbl1	AV078033
172696	NA	NA
618878	Ppard	U10375
164057	1200006O19Rik	AV074439
151198	6330407G11Rik	AV081309
178667	Robo1	BG065230
162978	NA	AV009339
163102	Itm2b	AV010401
189512	Fhl1	BG074978
171654	Ikbkg	AA198384
169800	Ercc3	AV093303
189629	Epb4.1l2	BG075070
185804	AU045404	BG071776
160878	Itm2b	AV031166
155739	NA	AV060145
189986	Sorl1	BG075389
185860	D7Ertd128e	BG071831
188792	D930036F22Rik	BG074361
167303	Btg1	AV087023
165376	NA	AV016679
152441	Golph3l	AV070839
172283	Gnas	AI841014
161263	Atp1b1	AV033187
176592	Sertad2	BG063425
187346	Atp1b3	BG073136
619548	Edg1	BE911051
184013	Ankrd15	BG070167
169220	Pln	AV006116
178350	Aga	BG064929
154719	AI413582	AV052959
152468	2410011O22Rik	AV070370
165754	Sfrp2	AV021712
161889	Ly6a	AV038265
174544	Cdh2	AA245769
152534	Vkorc1	AV070326
174645	Lamp1	AA239333
178400	1200003O06Rik	BG064973
165291	NA	AV086736
157898	3200001F09Rik	AV170777
165931	Rab18	AV023790
190577	Hebp1	BG075868
186463	Crip2	BG072386
164433	Wbp5	AV081979
169219	Cst3	AV006203
165322	NA	AV086861
177357	Klf4	BG064062
168794	Atp6v1g1	AV150030
182387	Laptm4a	BG068617
172720	NA	NA
154723	Prdx5	AV052763
159656	NA	AV093704
171118	Loxl1	AA098349
178686	Ppic	BG065249
154039	NA	AV043502
152302	2010110P09Rik	AV066751
167830	NA	AV111423
161988	0910001L09Rik	AV039207
188182	Wbp5	BG073849
174979	Angpt2	AA020573
174640	Cdh2	AA245769
170918	Rnf19	AA145819
187751	Serf2	BG073503
182607	Unc50	BG068830
152385	2410001H17Rik	AV068218
178313	Srp14	BG064895
187076	Camk1	BG072901
186045	Rabac1	BG072002
172378	Glb1	AI841241
191206	NA	BG076396
160441	2410001H17Rik	AV103435
152301	NA	AV067725
169722	Pdgfd	AV090099
159507	NA	AV088592
163485	Mtcp1	AV013645
185142	Il17rb	AU040393
152704	NA	AV089473
172903	NA	NA
619932	Myb	BE332340
152934	Slc43a3	AV105966
190021	Fkbp9	BG075418
151448	Prdx5	AV090015
152325	Pim1	AV068825
152013	NA	AV062365
151753	NA	AV085253
189002	Scotin	BG074542
152297	NA	AV067123
178320	Actr10	BG064901
619926	Myb	BE332340
169232	NA	AV005775
180452	5730508B09Rik	BG066822
186302	1810073G14Rik	BG072235
174549	Lamp1	AA239333
162335	Itgb1bp1	AV000874
151689	Hbld1	AV085049
169456	Sdf2	AV001050
155418	BC031181	AV057905
163071	Mgst3	AV010121
157062	2610014I16Rik	AV112669
165501	9130005N14Rik	AV017713
165718	Slmap	AV021047
185647	1810031K17Rik	BG071639
164232	Serf2	AV078095
162993	Slc10a1	AV009608
152132	NA	AV065791
165507	Serf2	AV017679
187063	NA	BG072891
189036	Tcta	BG074572
170569	Kitl	AV086586
187015	Nid2	AW547149
165988	BC003324	AV024078
157083	Sat2	AV112797
188555	D6Wsu176e	BG074174
175545	Hoxa10	AI648222
175007	Cdkn1a	AA184368
178580	Myd116	BG065145
168423	Klhl7	AV140117
153386	5133400G04Rik	AV041591
154670	Ap3s1	AV052385
155917	NA	AV061240
169838	Sgce	AV135859
155668	NA	AV059676
170659	NA	AV153101
161649	Sybl1	AV036319
187770	Cadps2	BG073519
160130	NA	AV094992
151994	Med19	AV061720
151758	Naglu	AV085269
178757	Atp6v1e1	BG065313
162974	Foxq1	AV009267
168652	Cox7a2l	AV140511
168878	Amacr	AV120110
183961	4833421E05Rik	BG070119
167427	Pink1	AV087434
172526	Trim24	AI847505
185726	Slc6a8	BG071707
152291	NA	AV067790
155323	Atp6v1d	AV057616
165301	Cryab	AV086857
170618	Maf	BB567343
151995	Neto2	AV028738
189463	H2-D1	BG074937
188326	Sin3b	BG073972
185377	Acadsb	BG071411
166987	Irx4	AV006035
165327	Gpld1	AV086924
162665	NA	AV005319
170910	Stxbp3	AA154846
187474	Itm2b	BG073252
152035	Cst3	AV030897
157640	NA	AV141372
165014	Adnp	AV085996
152457	B2m	AV069980
164477	2300002D11Rik	AV082045
151809	1110030K22Rik	AV085338
152300	NA	AV067573
159234	Ssr4	AV088058
179595	Mvp	BG066057
170646	Ssr4	AV153856
191024	Mgst3	BG076253
157534	NA	AV135840
189880	4833421E05Rik	BG075290
152411	Ndufab1	AV069536
164753	NA	AV083964
151265	Rabac1	AV088891
156125	Tagln	AV073401
164571	Fbxo7	AV083113
166894	Hmgn3	AV030488
153701	Ppp3ca	AV042648
163453	A730024A03Rik	AV013448
187689	Scp2	BG073449
171110	Atp1a1	AA063844
186554	NA	BG072471
174294	Fyn	AA549609
162472	NA	AV002597
174994	Ccl19	AA137292
177484	NA	BG064175
164996	Atp1b3	AV086076
188657	Atp6v1h	BG074257
161238	Hpcal1	AV032929
167852	Myl9	AV111434
151401	Mef2b	AV089779
190277	NA	BI076796
162353	NA	AV001099
155248	Gjb1	AV057141
165129	Ppib	AV086173
165299	Ramp1	AV086876
171735	Sepw1	AI838406
163806	1110065L07Rik	AV016481
176290	Nifun	BG063177
182327	4732496O08Rik	BG068558
185141	Il17rb	BG071224
187318	Plagl1	BG073111
167987	NA	AV111530
185786	Rab9	BG071759
172458	Ndrg4	AI841372
154810	Mgll	AV053440
152151	NA	AV064965
164719	Tprt	AV083819
152281	NA	AV067337
165395	NA	AV016750
619811	NA	RW:295
155061	NA	AV055813
190435	Sec22l2	BG075759
190385	NA	BG075719
185280	5730469M10Rik	BG071335
165941	2900042B11Rik	AV023772
174545	Il18	AA237736
164925	Bet1l	AV084514
170783	Lama2	AA097476
163354	Lrrc16	AV012619
172600	LOC381240	AI851058
187790	BC003498	BG073534
178936	Bmpr1a	BG065473
187333	Sepm	BG073113
163318	Vps29	AV012225
165409	Leprotl1	AV016881
190586	1600019O04Rik	BG075877
151677	Kpna4	AV084978
161468	NA	AV033576
161471	Degs1	AV033734
