LUID	Gene Names	GenBank Accession Numbers
185930	Ranbp1	BG071896
159672	Atp5g1	AV093781
151686	Mtdh	AV085020
176641	Tulp4	BG063471
167887	Snrpd1	AV111370
159608	Ssb	AV093619
163486	NA	AV013729
170175	Dck	AV060597
165065	Scye1	AV086085
157938	Wwtr1	AV171032
160389	Snrpd2	AV103183
169953	Gas1	AV068849
162873	Actr10	AV008377
155686	NA	AV059607
168851	Wnt6	AV109897
157418	NA	AV114369
167264	Cycs	AV006367
187145	NA	BG072967
157492	Eif1ay	AV134815
171148	Hspe1	AI327085
177188	Smc4l1	BG063917
157023	Erh	AV095536
176821	Psip1	BG063620
152890	NA	AV107620
168399	Fkbp3	AV134155
161871	NA	AV037994
188924	Grcc2f	BG074475
161497	Serpinb9f	AV034055
191246	Col4a1	BG088953
170063	Adnp	AV041375
157149	NA	AV113145
155439	NA	AV058191
167732	NA	AV109410
167414	Gcsh	AV087450
190691	Lrp1b	BG075972
187538	Rpo1-3	BG073310
164560	Letm1	AV083103
190729	Exosc8	BG076003
180090	1200009K13Rik	BG066488
160549	NA	AV103795
154758	NA	AV053205
183040	2810410A08Rik	BG069243
173019	NA	NA
168850	Ssh2	AV111149
178242	NA	BG064828
157935	5730406I15Rik	AV171113
178114	Ssb	BG064709
155351	Cd79b	AV057707
161103	Nap1l1	AV032274
190069	Hspcb	BG075462
162142	Psmc4	AV039639
186770	Hmgb2	BG072633
177175	Dek	BG063908
168202	NA	AV133982
167237	NA	AV006336
177992	Pcna	BG064598
154757	NA	AV053119
160344	NA	AV103141
155584	NA	AV059196
178803	Aldh6a1	AW537342
156929	Nap1l1	AV065416
167593	NA	AV087826
170722	NA	AV045764
153395	NA	AV041580
178185	Ssh2	BG064775
618861	NA	NA
167906	Ppih	AV111489
164009	NA	AV074339
179755	2410003A14Rik	C78413
180266	Psmd7	BG066562
174598	Wnt3a	AA000971
178179	Cct5	BG064769
157066	2600011C06Rik	AV112756
172436	Ssh2	AI841344
159912	Eif3s5	AV094690
176040	NA	BG063040
167871	Rps27l	AV111399
161394	NA	AV033372
178930	2810410M20Rik	BG065467
159580	NA	AV093449
160433	1200009K13Rik	AV103419
188483	Ssh2	BG074109
190873	Scye1	BG076119
178568	Cct4	BG065133
151638	Mrps7	AV084963
157662	NA	AV141414
176513	Xpo1	BG063360
166007	NA	AV024257
157973	NA	NA
188635	2610207P08Rik	BG074238
159805	Scamp3	AV094492
190921	Ak2	BG076165
188918	Orc6l	BG074469
190663	5730555F13Rik	BG075947
169137	NA	AV221792
179810	Mpv17	BG066244
155500	Uchl5	AV058683
157631	NA	AV141232
161835	NA	AV037696
160449	NA	AV103480
176375	4933417K05Rik	BG063250
176799	Ssh2	BG063605
153909	NA	AV043186
152863	2510038A11Rik	AV104918
157176	NA	AV113475
167982	NA	AV111581
176004	C1qbp	BG062931
160107	Mrpl35	AV094991
157789	H2afy	AV162234
166783	Ube2h	AV029822
159793	Sf3b4	AV094465
160014	Rpl7a	AV094994
153869	Rasl2-9	AV043090
155807	NA	AV060337
152849	1500006O09Rik	AV104984
184069	2310044P18Rik	BG070222
186852	Rpl24	BG072705
161411	Ssb	AV033671
188494	Fbxo42	BG074120
170328	NA	AV111598
167918	NA	AV111513
168028	NA	AV133568
168950	Rbbp6	AV143646
181761	Smarca5	BG068028
619152	NA	NA
169924	Plrg1	AV112923
174502	Wnt3a	AA000971
168430	D10Ertd322e	AV140126
155103	NA	AV055874
156107	NA	NA
155240	1810043M20Rik	AV056964
161743	NA	AV036969
163870	Dnajd1	AV073639
174507	Pcsk2	AA048432
619424	Txn1	X77585
157218	NA	AV113636
163752	Cox7c	AV015972
171368	Sfrs9	AA144263
162054	Cops5	AV039531
177645	Ap2a1	BG064309
178447	Eif3s10	BG065016
154910	NA	AV054482
160070	NA	AV095013
189467	Tpr	BG074941
183285	1200009K13Rik	BG069392
170687	Atrx	AV168197
154603	Dek	AV051612
156970	NA	AV065472
184386	Cks2	BG070527
164434	Atp5g1	AV081902
178672	Metap2	BG065235
155873	Aprt	AV061250
160239	Rpl27	AV095244
165943	NA	AV023824
152134	NA	AV065988
618870	NA	NA
164200	Ndufab1	AV077867
190159	Psma5	BG075538
165050	NA	AV085893
187174	Hbb-bh1	BG072990
161899	NA	AV038240
159985	Adprh	AV094826
159631	NA	AV093712
166726	NA	AV029481
152055	NA	NA
152364	NA	AV069270
186696	Nutf2	BG072566
159792	Eif3s2	AV094437
157746	Rpl11	AV161855
166568	Crhr1	AV028795
159732	NA	AV093832
179024	Sf3a3	BG065547
169846	NA	AV135781
159617	H2afx	AV093621
159384	NA	AV088501
188336	Wasf1	BI076687
176117	Cycs	BG063100
176623	Ga17	BG063455
165015	2210018M11Rik	AV086062
153390	Dnaja1	AV041579
152567	NA	AV070287
171074	Cct6a	AI324947
178892	NA	AW537542
152537	Rpl27	AV071123
187245	NA	BG073051
159701	NA	AV093851
157505	Eif1ay	AV134874
180616	NA	BG066964
162032	NA	AV039297
170188	Dlgh3	AV074831
161132	Ppig	AV032390
160547	NA	AV103873
154602	Bckdhb	AV051534
160426	NA	AV103195
619367	NA	NA
187246	NA	BG073052
163591	NA	AV014856
171498	Actr10	AA104398
188982	Hnrpab	BG074524
190470	Ppp1cc	BG075782
188653	Smc4l1	BG074253
163072	1200009K13Rik	AV010126
190208	Eif4g2	BG075577
153942	NA	AV043303
169672	Rnase1	AV076864
164432	NA	NA
183677	Cfdp1	BG069861
164990	D10Ertd214e	AV085989
183875	1700029F09Rik	BG069955
179822	Eif4g1	BG066253
181939	AA545217	BG068198
166762	NA	AV029775
157676	Tceb1	AV141583
185921	5830418K08Rik	BG071888
181138	1810043M20Rik	BG067441
157563	2810417H13Rik	AV140845
181729	NA	BG068000
183121	Enah	AU018797
159946	Usp48	AV094680
157174	Hmgb2	AV113153
151276	NA	AV088878
159622	Mrpl52	AV093669
169047	NA	AV173432
185657	NA	BG071648
159702	Stra13	AV093837
179897	Usp10	C78821
183686	Rpl6	BG069870
168560	NA	AV140307
176484	H2-Ke2	BG063340
178163	Phax	BG064754
177770	Car2	AW544570
185796	NA	BG071768
152337	NA	AV068387
168084	NA	AV133627
157652	2810410M20Rik	AV141381
183772	Gcsh	BG070027
178034	Triobp	BG064635
162362	Sod2	AV001202
187607	Fbl	BG073373
170174	Tagln	AV073401
189519	1110004P21Rik	BG074984
187871	NA	AW550503
190019	NA	AW556091
164331	Slc25a28	AV078210
167846	Rpl11	AV111374
176499	Ranbp1	BG063350
182862	G430041M01Rik	BG069073
179896	1500011H22Rik	BG066318
618787	NA	U20156
151473	NA	AV090092
171506	Usp15	AA119567
168941	Acat2	AV145022
155730	Rps27l	AV059789
179993	Asf1a	BG066398
167676	Snrpg	AV109274
164274	Csda	AV078265
188005	Hmgb1	BG073614
178811	Ccar1	BG065364
155762	4933417K05Rik	AV060176
181876	Hnrpu	BG068137
177071	NA	AW539369
161447	Ndufa10	AV033765
188983	Leprel1	BG074525
190070	Hspcb	BG075463
152914	Sfrs2	AV106538
170357	NA	AV123881
155721	Hnrpa2b1	AV059904
166521	NA	AV028526
170189	NA	AV073590
185217	Arhgef11	AU040633
185728	Zp3	BG071709
177902	NA	AW544940
190628	Hnrpu	BG075915
181656	Hmgb1	BG067937
152449	Nr3c2	AV071019
159948	NA	AV094708
184983	Nap1l1	BG071084
177323	Nap1l1	BG064031
170019	NA	AV034921
178132	Nap1l1	BG064725
160017	Hmgb1	AV094891
163809	NA	AV016387
155018	Hmgb1	AV055515
151710	Cox5a	AV085180
190405	NA	AW556995
178182	Ssh2	BG064772
178470	E130308A19Rik	BG065038
161655	NA	AV036158
169558	Rpl36	AV005584
178184	Ssh2	BG064774
188168	Macf1	BG073836
151217	NA	AV081639
174302	Rabggta	AA574495
159625	Psma7	AV093698
154577	Txn1	AV051482
187124	NA	AW547555
177247	NA	AW541424
177413	Hnrpa2b1	BG064117
156994	Snta1	AV095375
618694	Hnrpk	AA388667
178539	Hmgb1	BG065104
152167	2410014A08Rik	AV066074
187038	Atp5c1	BG072870
160054	Tcp1	AV094914
188011	Usmg5	AW551034
159876	NA	AV094789
176974	NA	AW538981
170919	Sfrs3	AA138089
159621	NA	AV093635
170978	Trim27	AA162497
151789	NA	AV085342
177432	NA	BG064134
188755	Dlat	BG074331
161188	Top1	AV032630
157340	NA	NA
181661	Rbmx	BG067942
180015	Hspcb	BG066418
188095	2700083E18Rik	BG073774
183166	Denr	BG069443
161834	NA	AV037676
172121	Ube2i	AI839773
178569	Lsm2	BG065134
190232	NA	AW556567
155364	Rfk	AV057651
183329	Nap1l1	BG069524
157872	Rbmx	AV162431
185562	3110006P09Rik	BG071566
157532	C330027G06Rik	AV135759
176446	Hnrpc	BG063308
163236	Stab1	AV011576
178666	Ylpm1	BG065229
168345	Thy28	AV134193
190932	NA	BG076176
187116	Pabpn1	BG072940
189016	Hnrpr	BG074553
153558	NA	AV042140
186836	Erh	BG072695
163948	NA	NA
177759	Mif	BG064410
170974	Mif	AA163695
178546	NA	BG065111
168042	Snrpb2	AV133585
172609	Cdv3	AI851067
187975	Ddx5	BG073760
161785	NA	AV037250
177843	Nap1l1	BG064473
157412	NA	AV114376
190171	Suclg2	BG075548
188482	1110004P21Rik	BG074108
191033	Ars2	BG076261
168507	Nola2	AV140272
161978	Cspg6	AV039230
179008	NA	AW537693
172861	NA	NA
180696	Hspcb	BG067038
178534	1110001C20Rik	BG065100
153243	2610036L11Rik	AV040984
167947	Nap1l1	AV111597
178545	H2afz	BG065110
189414	Rpl4	BG074898
167537	NA	AV087693
190353	NA	AW556890
177426	Fkbp4	BG064128
167735	H2afz	AV109411
178071	NA	AW545614
185646	Mrpl18	BG071638
188218	Thoc4	BG073876
179873	Rpl3	BG066297
185041	Stab1	BG071140
153057	NA	AV108409
160668	Acyp2	AV104263
160446	NA	AV103421
187310	NA	BG073106
190034	Gnaq	BG075431
154949	NA	AV054693
190968	NA	BI076847
159489	NA	AV088742
162924	NA	AV008829
162230	2210415M20Rik	AV039896
151619	Tagln2	AV084804
152434	Rps27l	AV070975
187286	Nek7	BG073087
155380	2410016F19Rik	AV057846
171730	Sfrs2	AI837001
152437	Rps27l	AV069846
167282	NA	AV087073
177282	NA	AW541497
180906	1700013G20Rik	BG067233
171244	NA	AA050545
171216	Crmp1	AA036522
151875	Htatip	AV085682
619220	NA	NA
162203	ORF9	AV040010
166795	Sap18	AV029959
180494	D10Ertd322e	BG066857
178501	Rbm14	BG065068
189888	Hmgb1	BG075297
164426	NA	NA
187489	Rapgef1	BG073267
179756	Ctcf	BG066197
175241	Cacna1e	AA855859
176326	Plaa	BG063196
166616	NA	AV028938
174793	Cct2	BE333279
155296	Txn1	AV057438
165113	Sod1	AV086133
159601	NA	AV093631
167742	Lsm6	AV109412
165275	Tardbp	AV086549
188786	Psmc1	BG074356
169968	NA	AV070815
168567	D030047M17Rik	AV140294
155186	Chchd1	AV056481
151801	2310011G17Rik	AV085346
165137	Tomm7	AV086362
188787	Psmc1	BG074357
162111	Mycbp	AV039718
185519	Bub3	AU043350
187298	Pctk1	BG073095
176420	Trim28	BG063288
160117	Rps27l	AV094886
159535	NA	AV093394
152471	Rps27l	AV070093
168571	Ndufv2	AV140398
177786	D11Ertd730e	BG064428
168296	Whsc2	AV134189
168027	U2af1	AV133589
165117	Hs6st1	AV086151
163801	Nfyb	AV016446
168417	NA	AV140103
163416	Hadhsc	AV013144
173042	NA	NA
170972	NA	AA163512
181795	D11Ertd497e	BG068061
169064	Exoc7	AV295620
160596	Psmc5	AV104107
186936	Eef1g	BG072780
168461	Pdap1	AV140185
154939	Snrpd1	AV054849
157263	Fabp5	AV113890
183776	Ormdl2	BG070031
155955	Rps27l	AV061355
168288	NA	AV134223
175289	Atp2a1	W41176
151513	NA	AV090230
187677	Atp5b	BG073437
160254	Snrp1c	AV095208
168295	NA	AV134134
170647	NA	AV154604
168021	2310057G13Rik	AV133563
176966	Pyp	BG063817
181906	Idh2	BG068167
180807	Pabpn1	BG067138
156989	NA	AV095288
161507	Med19	AV034176
178375	LOC14433	BG064950
157524	2810012H18Rik	AV134975
176691	NA	AW538191
160417	H2afz	AV103398
165584	2810027O19Rik	AV018560
188417	Ube2s	BG074053
151514	NA	AV090341
168044	Mrps12	AV133586
186668	Cks1b	BG072545
188641	Nsbp1	BG074244
187218	NA	AW548004
154159	Nup50	AV043907
170998	Tcp1	AA144790
187767	NA	BG073516
161725	Arl6ip1	AV036881
181836	Nit2	BG068099
188920	NA	BG074471
188404	Chuk	BG074042
168706	1110001J03Rik	AV149906
169673	Vdac3	AV078890
175032	Il12b	AA267353
618767	Hnrpa0	AA273932
185683	NA	BG071668
154217	NA	AV043765
163141	Mapre1	AV010633
182063	1500010M16Rik	AU022568
169768	Minpp1	AV156635
181564	Pros1	BG067852
155361	Gkap1	AV057793
168470	Txn1	AV140195
177316	NA	AW542384
167793	1500026D16Rik	AV109512
167642	Ndufb8	AV087994
181118	Ppp1r14b	BG067423
178322	6820428D13	BG064903
153996	NA	AV043406
177384	Elovl6	BG064089
162845	1110007H17Rik	AV007991
181677	Snrpb2	BG067954
190570	Hprt1	BG075862
170968	Gpiap1	AA163184
152324	Rps27l	AV068649
151904	D11Bwg0414e	AV085826
161299	NA	AV033253
187988	2310003F16Rik	BG073768
188921	Khdrbs1	BG074472
154826	Txn1	AV053650
171310	Uqcrfs1	AA140080
189655	1810023B24Rik	BG075091
174615	Lef1	AA119479
187327	Snrpg	BG073131
157374	NA	AV114144
176490	Mycbp	AA409125
187117	Snrpd1	BG072941
155234	Txnl1	AV056794
190810	Uqcr	AW558029
188403	Hnrpa3	BG074041
164714	5530600A18Rik	AV083599
187435	2410016F19Rik	BG073215
168729	5730494M16Rik	AV149887
157451	Tsn	AV114441
176062	NA	BG063058
154593	Eif1ay	AV051524
184176	Nsep1	BG070325
190961	Dazap1	BG076200
183378	2410016F19Rik	BG069573
185734	Acin1	BG071714
185695	D19Ertd678e	BG071679
177707	2410002M20Rik	BG064366
178981	D3Ertd300e	BG065515
187078	Ctbp2	BG072903
186178	Hnrpk	BG072120
188934	NA	BG074483
163110	NA	AV010357
189278	D2Ertd485e	BG074790
186553	Pop4	BG072470
162200	2410017P09Rik	AV040070
186098	Gpiap1	BG072052
191120	NA	BI076857
162856	Hnrpk	AV008236
188754	Kctd1	AW553000
165166	Pkig	AV086352
177231	Tsn	BG063954
187598	Hnrpa0	BG073366
178716	Hnrpm	BG065277
168992	Fmr1	AV154744
176860	Tebp	BG063658
170958	Got2	AA170483
167555	Cox7b	AV087666
159528	1110002E23Rik	AV093402
160301	NA	AV095137
179787	Ralbp1	C78507
186708	Exosc3	BG072576
162418	Atp5g3	AV001962
187451	NA	BG073230
177474	NA	AW543654
157790	Msn	AV162329
181915	NA	BG068175
176407	AA408650	BG063276
186661	BC019575	AW546054
189063	1110061O04Rik	AW553730
181916	NA	BG068176
168779	4930438O05Rik	AV150025
178063	Ppp4r1	BG064662
163057	Arl6ip6	AV009950
159783	Mtmr7	AV094609
619139	NA	NA
190119	Casc3	AW556296
189906	D13Wsu64e	BG075314
171295	Psma1	AA105196
179019	Rbpms2	BG065543
178241	NA	BG064827
164288	Rps27l	AV078232
174996	Jak2	AA153109
188407	Sod1	BG074045
163304	NA	AV012077
152107	NA	NA
153071	NA	AV108710
185218	Lap3	BG071281
185348	AK122209	BG071383
176412	D1Bwg0212e	BG063281
151370	Hnrpa3	AV089298
152263	Rps27l	AV066245
176115	Spr	BG063098
177632	Tagln2	BG064297
177068	NA	BG063730
181400	Tubb3	BG067698
177854	Akt1	BG064484
152425	Mapk8	AV070390
171025	NA	AA154597
174519	Lef1	AA119479
174539	F2rl1	AA198185
188907	Dhcr24	BG074458
177317	2310061A22Rik	BG064026
178169	Cbx3	BG064760
171631	Ranbp10	AA199386
174033	NA	NA
178147	Ccar1	BG064739
159664	Cxcl7	AV093678
159969	Tipin	AV094782
180280	NA	BG066574
181787	Top1	BG068053
159934	Cxxc1	AV094749
187526	Fkbp3	BG073301
174993	Mfng	AA116377
176679	Dhx36	BI076508
164913	2310003F16Rik	AV084589
159230	Rnf12	AV088120
167939	NA	AV111596
177111	NA	BG063767
169966	NA	AV070603
185122	NA	BG071209
189696	Cetn2	BG075128
177784	Itgb1	AW544628
188034	NA	AW551190
159994	1500032L24Rik	AV094821
175017	Stat6	AA210400
188274	NA	BG073926
154752	Sf3b5	AV053166
187613	Acat2	BG073378
160609	Hprt1	AV104126
160035	NA	AV094941
162778	NA	AV006956
155156	Psma6	AV056385
163547	Srf	AV014460
164074	NA	AV074596
176548	Pdap1	BG063386
178570	1110014N23Rik	BG065135
185310	NA	BG071365
180250	Ube2l3	BG066549
178552	Eno1	BG065117
168883	Txn1	AV123561
163385	6230403H02Rik	AV012892
173049	NA	NA
178243	Hspca	BG064829
180623	Usp3	C81187
188024	Pkig	BG073627
160305	Cox5a	AV095075
168629	2310003F16Rik	AV140423
155458	1200015F23Rik	AV058184
185259	Nr2f1	BG071317
191224	NA	AW559119
171761	Rab3b	AI835990
180260	Acadl	BG066557
180129	NA	BG066601
176105	2810417H13Rik	BG063091
159845	Gldc	AV094587
171365	Metap2	AA138570
152260	Rps27l	AV066056
160108	Mrpl11	AV095004
176373	Kcnk2	BG063248
182113	Arid1a	BG068360
189948	NA	AW555902
180245	Acadl	C79809
186705	Snrpe	BG072573
189461	C330027G06Rik	BG074935
168112	Ube2l3	AV133722
155606	Txnrd1	AV059272
170078	Cyp17a1	AV042908
163734	Prkar2a	AV015681
155573	1810057B09Rik	AV059065
162843	Cbx1	AV007919
177837	NA	AW544782
187904	NA	BI076659
152403	NA	AV069834
190598	D11Ertd603e	BG075888
163568	Hnrpa0	AV014526
177849	Nxf1	BG064479
172191	Txnl1	AI837780
179001	Cycs	BG065532
185717	Rad23b	BG071699
188485	Atp5c1	BG074111
177246	Mrpl32	BG063966
168013	Afp	AV123165
185157	Ppp4c	BG071232
189930	NA	AW555822
161714	NA	AV036857
161534	Hmgcr	AV034519
184201	B430306D02Rik	BG070349
176711	NA	AW538230
176709	Pole4	BG063529
189934	Ireb2	BG075340
185422	Gtf3c5	BG071448
176998	Apg7l	AW539206
188721	Vcp	AW552886
187811	Lsm8	BG073551
155213	Hdgf	AV056783
152071	NA	NA
151951	Psmd12	AV028962
163941	NA	NA
171658	Myh10	AA216997
172801	NA	NA
169598	Nasp	AV133968
178553	Eno1	BG065118
165836	Tesk2	AV022680
188115	H3f3b	AW551507
175438	F3	AA879919
178752	Fem1b	BG065308
179096	Eif2b5	BG065607
189388	Fkbp1a	BG074872
176633	2610101N10Rik	BG063465
178814	Nme1	BG065367
160164	Psma4	AV095052
188473	Hdgf	BG074102
157205	Magoh	AV113541
187633	C130032J12Rik	BG073396
184898	Prkar2b	BG071003
190571	Polr2d	BG075863
178125	NA	AW545825
188364	Vil2	BG074004
184407	Chka	BG070547
163281	Cetn2	AV011947
173048	NA	NA
163993	Pgam1	AV074144
172254	Tuba6	AI840757
181807	Kpna4	BG068073
157509	C330027G06Rik	AV134965
167309	NA	AV087062
175340	Il10	AA607494
164810	2310005N03Rik	AV084243
180513	Kras2	BG066872
172838	NA	NA
176450	Irak1	BG063311
177258	1700009P03Rik	BG063976
190865	Chchd3	BG076111
177886	1110055N21Rik	BG064511
163812	NA	AV016362
172419	Comtd1	AI841315
154005	NA	AV043519
178556	Cpsf5	BG065121
178926	NA	AW537634
155482	2810417H13Rik	AV058352
177480	NA	AW543670
180433	Tnpo3	BG066805
619467	Casp1	AA672522
172823	NA	NA
189239	Eif1ay	BG074753
176430	Sema3e	BG063295
191139	Gata4	BG076347
184628	Lamc1	BG070757
159743	Chchd5	AV094501
178698	2810407C02Rik	BG065261
186632	A230103N10Rik	BG072520
186357	Gnaq	BG072285
176434	NA	AA408840
154066	Hnrpl	AV043587
180092	Thoc1	BG066490
180302	Tpr	BG066593
157855	4933402J24Rik	AV162322
178052	Igf2bp1	BG064653
178318	Psma7	BG064899
165296	Tomm22	AV086778
157979	3300001G02Rik	AV171590
185359	NA	BI076431
153160	4933415F23Rik	AV040646
159492	Cox5b	AV088644
177230	E130012A19Rik	BG063953
187536	Banf1	BG073309
165164	Bok	AV086475
160469	NA	AV103566
185005	NA	BG071106
177716	Phactr1	BG064375
174016	NA	NA
177641	NA	BG064305
159670	C130092D22Rik	AV093780
184750	Zdhhc3	BG070950
183463	E430034L04Rik	BG069656
152847	NA	AV104972
176394	NA	BG063267
188437	Hdgf	BG074071
189300	C3	BG074806
152413	NA	AV069826
151920	NA	AV085806
185153	1300007B12Rik	BG071231
185313	NA	AU040926
187707	Mogat2	BG073465
187156	NA	BG072975
177691	NA	AW544349
189094	Hnrpl	BG074625
155532	NA	AV058572
156962	NA	AV065564
171308	Smarcb1	AA139681
179255	Pb1	BG065752
180146	Cstf3	BG066616
172459	Lxn	AI841373
157665	NA	AV141420
176196	Nol6	BG063005
179444	NA	C77408
189103	NA	AW553816
180495	E030041M21Rik	BG066858
183468	Cugbp1	BG069660
187484	Igf2bp1	BG073262
177233	Etf1	BG063956
175226	Camk2g	AA646044
178551	Eno1	BG065116
177986	Lig4	BG064594
177159	2410195B05Rik	BG063894
189391	5031439G07Rik	BG074875
172552	Hnrpr	AI847563
178702	Cct3	BG065265
174409	Cct2	BE333279
152115	NA	AV064356
177234	Birc5	BG063957
168659	Ndufb4	AV140530
154743	Aldh4a1	AV053052
157733	NA	AV141751
156027	NA	AV061436
154366	NA	AV049594
171808	Tubb5	AI838284
169448	NA	AV000569
180697	Amot	BG067039
177796	Rod1	BG064438
157259	Psmd11	AV113758
167806	Blmh	AV109576
188451	NA	AW552247
179103	Fhl2	BG065614
160314	Prdx1	AV095139
154100	Tsn	AV043593
181774	Arih1	BG068041
174504	Ap3s2	AA013561
187954	Zmynd11	BI076663
188012	Pole4	BG073618
158052	Ewsr1	AV171801
164648	2510015F01Rik	AV083619
185951	AU045404	AU045358
160666	Snrpa1	AV104159
165392	Igf2bp3	AV016911
185033	NA	BG071132
164961	Dpm3	AV084455
181614	Cnih	BG067896
178543	Ap1m2	BG065108
164901	NA	AV084361
177126	Csk	BG063779
175346	H2-DMb1	AA709560
171386	Cetn2	AA154689
176306	Bzrp	BG063202
172422	Mbp	AI841324
183229	Mbd3	BG069338
159921	Mcam	AV094637
189362	NA	AW554528
177590	0610010K14Rik	BG064261
163947	NA	NA
152250	Usmg5	AV066281
176173	9430016H08Rik	BG062984
169713	NA	AV089437
190587	Ndufb5	BG075878
168352	Ckap1	AV134181
151595	Ppp1r2	AV084816
187302	NA	BG073099
168123	Polr2i	AV133866
174735	Pecam1	AA980714
164948	Hgs	AV084390
171300	Hao3	AA116296
165614	Ralbp1	AV019098
154459	Ndufc2	AV050264
171181	BC021614	AA004018
183431	Ndrg4	BG069624
