LUID	Gene Names	Accession Numbers
154889	D19Bwg1357e	AV054491
164493	Prdx6	AV082302
162208	NA	AV039918
186698	2610027L16Rik	AW546006
159721	Clns1a	AV093789
171212	D19Bwg1357e	AA034560
185758	Ehd4	BG071736
154895	5830482G23Rik	AV054260
168062	Ssbp1	AV133654
152896	Lyar	AV106035
160701	Wdr5	AV104489
188456	Fkbp4	BG074087
161704	Flt1	AV036625
168098	Trp53	AV133733
169930	Acrv1	AV039468
155244	NA	AV057199
157490	NA	AV134814
178657	Odc1	BG065221
177048	Eif3s9	BG063878
160680	Ddx18	AV104455
160197	Mrpl15	AV095084
164912	Bing4	AV084512
167896	NA	AV111496
160166	1200009K13Rik	AV095096
188424	Tomm20	BG074059
188624	Slc38a1	AW552655
186723	Pkd2l2	BG072591
156051	Mrpl12	AV072133
190565	Cdc27	BG075858
172984	NA	NA
162221	Cct5	AV039998
176058	Nolc1	BG063054
180438	Gart	BG066810
187411	NA	BG073193
186087	Nolc1	BG072041
181362	Txn2	BG067660
619409	Trim28	X99644
186671	Trim28	BG072548
155495	NA	AV058631
160599	1700001E16Rik	AV104054
159600	2810434M15Rik	AV093566
184481	Akap11	AU016565
189178	Eif3s9	BG074700
159686	Ncl	AV093782
165212	D030022P06Rik	AV086705
159982	Ubl3	AV094738
168316	Atic	AV134201
170455	Cct7	AV123114
152784	NA	AV092486
154146	NA	AV043932
160178	Ccne1	AV095081
190518	Tomm20	BG075818
182280	BC068171	BG068512
154318	NA	AV049051
184944	NA	BG071047
180310	Got1	BG066689
160676	Nol5	AV104471
179766	Bing4	BG066206
188062	A630053O10	BG073662
160058	NA	AV094929
176575	Nsun2	BG063410
154936	NA	AV054633
174087	NA	NA
169987	Mbd4	AV032932
169621	NA	AV140317
186192	Orc2l	BG072132
168605	Ppid	AV140507
154259	D18Wsu98e	AV048279
169100	BC068171	AV302433
179405	Gcn5l2	BG065885
187729	Hdac2	BG073485
157024	NA	AV095547
164830	Lyar	AV084171
189560	Thy28	BG075011
159255	Nap1l4	AV088025
172740	NA	NA
160577	2700097O09Rik	AV103973
168898	Snrp116	AV132104
183478	Dnajc2	BG069670
157961	NA	NA
168426	Shmt2	AV140111
172863	NA	NA
176216	Gemin5	BG063112
168326	Grinl1a	AV134125
159881	Tceb2	AV094715
168556	Slc29a1	AV140382
160171	Txn2	AV095174
184877	Tomm22	BG070985
180145	Sfrs10	BG066615
154474	NA	AV050489
161694	Flt1	AV036388
182040	Asf1a	BG068294
160019	E130009J12Rik	AV094924
168329	Chc1	AV134074
162153	E130303B06Rik	AV039667
191030	Ssfa1	BG076258
178225	Cct3	BG064813
157152	Rbm28	AV113093
189144	Mrps35	BG074669
151558	NA	AV084666
168445	Bzw2	AV140151
190448	Lias	BG075768
160532	Exo1	AV103744
156070	NA	AV072235
157246	Sms	AV113836
169293	Mtap6	AV327260
160608	Nfya	AV104113
176906	Clpp	BG063692
187692	NA	AW549861
167631	1110019J04Rik	AV087922
155936	Abcf1	AV061311
178590	Nol5a	BG065155
183335	Ilf3	BG069530
154906	Jtv1	AV054283
169027	Siat8d	AV168094
170950	Prdx3	AA168985
178411	Cdca7	BG064984
164655	NA	AV083554
160310	Dut	AV095182
164873	Metap1	AV084162
184448	NA	BG070587
183361	Nup43	BG069556
173722	NA	NA
170212	Adrb2	AV083350
160727	Ak2	AV104528
151767	Pole4	AV085292
178226	Cct3	BG064814
184873	Tfrc	BG070981
152728	NA	NA
178013	Tnfsf5ip1	BG064617
157118	NA	AV112980
169913	NA	AV037201
177457	Adss	BG064154
180606	NA	BG066957
170366	NA	AV125458
172438	NA	AI841346
155714	1810060D16Rik	AV059784
161303	A730098D12Rik	AV033085
160749	Bat1a	AV104482
176965	NA	AW538874
167797	Tcea1	AV109497
157027	Atic	AV095517
187540	1110019J04Rik	BG073311
166499	NA	AV026420
178711	Hmga1	BG065272
160390	Tomm20	AV103245
170353	Psmd4	AV105337
185852	Bcl2l10	BG071824
160214	2410004N09Rik	AV095230
161111	D730049H07Rik	AV032378
153400	Mrpl37	AV041807
175246	D3Ertd300e	AI005762
185706	B230119K15Rik	BG071688
168542	1110013G13Rik	AV140290
185484	Slc28a3	BG071505
154594	Rnu17d	AV051644
188673	NA	AW552765
152470	NA	AV070723
186526	Cct7	BG072445
178360	Hspa14	BG064936
152748	NA	AV093094
161346	Adss	AV033382
177298	3110040D16Rik	BG064011
155866	2310058A11Rik	AV060649
160011	Hnrpdl	AV094844
157488	Ddx18	AV134827
173391	NA	NA
169029	NA	AV167048
176749	Timm8a	BG063560
177476	Ruvbl1	BG064169
168887	NA	AV124836
160357	Smyd2	AV103058
167393	NA	AV087254
162162	NA	AV039871
155285	D13Wsu177e	AV057417
176207	Ppid	BG063104
152383	Slc25a5	AV069120
168236	Nudc	AV134046
182510	NA	BG068735
168026	NA	AV133566
156035	Mt1	AV061461
183296	Tcof1	BG069403
160268	Poldip2	AV095089
159632	Itgb4bp	AV093574
159714	Ddx21	AV093766
189600	NA	BG075044
179635	Tomm20	BG066092
186282	2700082D03Rik	BG072215
169267	NA	AV299416
157706	NA	NA
190963	Strap	BG076202
185875	Pcnt2	BG071845
190512	2410118I19Rik	BG075812
190867	3110040D16Rik	BG076113
160238	Hdgf	AV095206
160387	NA	AV103359
177607	D16Bwg1543e	BG064275
173464	NA	NA
186933	1810009A15Rik	BG072777
169979	Wif1	AV032229
183594	Uchl3	AU020667
165229	Tcof1	AV086574
177505	Eif3s4	BG064193
154578	Ing5	AV051469
161127	Fchsd2	AV032410
167657	NA	AV087944
189877	Ruvbl2	BG075289
164273	Prim2	AV078228
170959	Npm1	AA170528
161535	Sephs1	AV034600
167410	Gcsh	AV087373
172485	Syncrip	AI847839
170378	Impdh2	AV115610
178674	Ebna1bp2	BG065237
169921	NA	AV064621
168601	Prpf31	AV140579
185097	Psat1	BG071189
187201	Ssbp1	BG073014
157538	NA	AV135842
157348	NA	NA
183454	Odc1	BG069647
160218	1500001M20Rik	AV095189
160567	Pa2g4	AV103840
155319	NA	AV057570
159748	Ddx48	AV094563
163513	Nol5	AV013930
157169	Gspt1	AV113168
169458	NA	AV001194
159237	Zcsl2	AV088114
151533	NA	AV090554
164438	Tufm	AV082036
170996	Csda	AA139010
159384	NA	AV088501
170328	NA	AV111598
171536	Hint1	AA154889
187245	NA	BG073051
159805	Scamp3	AV094492
187871	NA	AW550503
160389	Snrpd2	AV103183
163072	1200009K13Rik	AV010126
186234	NA	BG072170
189815	Sumo2	BG075230
171312	Ndufb4	AA110681
168319	5730402E23Rik	AV134072
189444	NA	BG074921
154497	NA	AV050637
168782	Dtymk	AV150069
185930	Ranbp1	BG071896
169943	Gpx4	AV043384
168024	Pdap1	AV133565
176531	Cyc1	BG063371
159672	Atp5g1	AV093781
176378	Hrmt1l2	BG063253
174709	Krt1-5	AA725946
157935	5730406I15Rik	AV171113
159739	Atp5h	AV094471
155873	Aprt	AV061250
619902	Npm1	NM_008722
157149	NA	AV113145
171729	Glud1	AI836995
168207	NA	AV133992
157938	Wwtr1	AV171032
188336	Wasf1	BI076687
159935	Tpm3	AV094779
167994	1200009K13Rik	AV123053
168383	Rnaseh2a	AV134082
178621	Pdap1	BG065186
181201	Lsm7	BG067502
160344	NA	AV103141
160381	1200009K13Rik	AV103242
189730	Mrpl30	BG075161
159580	NA	AV093449
160606	Pole3	AV104068
188615	Csda	BG074223
184379	Psip1	BG070520
154377	Pou2f3	AV049761
159998	Slc31a1	AV094834
160449	NA	AV103480
176821	Psip1	BG063620
164434	Atp5g1	AV081902
154891	Mrpl13	AV054392
162142	Psmc4	AV039639
166773	NA	AV029865
186366	NA	BG072293
152890	NA	AV107620
171557	A230103N10Rik	AA166608
155385	NA	AV058085
188138	NA	AW551694
155439	NA	AV058191
163292	Ctcf	AV012144
177114	Pabpc1	BG063770
167846	Rpl11	AV111374
156052	U2af1	AV072075
169146	Matn4	BB568514
177895	Stard7	BG064520
182428	2610101N10Rik	BG068654
153216	BC066140	AV040876
154603	Dek	AV051612
160433	1200009K13Rik	AV103419
174598	Wnt3a	AA000971
164695	Hspcb	AV083683
180662	Ssrp1	BG067006
152135	Dnajc7	AV065480
179412	NA	BG065891
183784	NA	BG070038
157058	Ppp1cc	AV112668
154395	Pole3	AV049932
170688	NA	AV167322
178048	NA	BG064649
176411	Mrpl21	BG076737
159702	Stra13	AV093837
159547	Rps25	AV093430
156936	NA	AV065444
159981	Atad3a	AV094684
180090	1200009K13Rik	BG066488
180214	Csda	BG066680
152598	NA	AV083069
157174	Hmgb2	AV113153
167201	Ldh2	AV006303
619496	Pcna	AA174281
159859	Cdk2	AV094768
165065	Scye1	AV086085
156965	NA	AV065503
161497	Serpinb9f	AV034055
168985	Top2a	AV154117
177188	Smc4l1	BG063917
161743	NA	AV036969
159732	NA	AV093832
160595	Mrpl28	AV103936
159753	Rex3	AV094592
163948	NA	NA
160193	2410015N17Rik	AV095186
161316	Hrmt1l2	AV033259
186036	Pspc1	BG071993
171017	Slc25a5	AA140461
152292	Rps27l	AV067804
177770	Car2	AW544570
168300	Hspcb	AV134211
185192	NA	BG071263
186936	Eef1g	BG072780
169816	Emb	AV095387
160487	NA	AV103541
182072	Smc6l1	AU022584
157116	Atp5g1	AV112952
159750	Rpl37a	AV094617
169602	Cirbp	AV133872
177775	NA	AW544592
190869	NA	BG076115
157535	NA	AV135795
189742	Ece1	BG075173
160133	Eef1g	AV094921
159736	Ebpl	AV094562
164432	NA	NA
166762	NA	AV029775
171393	Bcl2a1b	AA165903
157631	NA	AV141232
174140	NA	NA
619482	Cdc2a	AA035888
184386	Cks2	BG070527
157789	H2afy	AV162234
178136	NA	BG064729
176641	Tulp4	BG063471
159793	Sf3b4	AV094465
182270	1110004P21Rik	BG068503
169125	Mcm3	AV310994
170211	Prdx6	AV082302
178340	Ilf3	BG064919
168108	Sf3b2	AV133804
172390	Atp5a1	AI841258
159631	NA	AV093712
157553	Pnn	AV135835
187246	NA	BG073052
188112	2700094K13Rik	BG073790
171723	AI447928	AI836983
155321	NA	AV057609
168035	Col18a1	AV133571
162362	Sod2	AV001202
159710	NA	AV093721
159569	Park7	AV093535
618861	NA	NA
172312	Snrpb	AI840565
171156	Pcna	AI327110
188553	0610007P06Rik	BG074172
159948	NA	AV094708
153734	NA	AV042736
157543	Top2a	AV135768
159572	Coq7	AV093529
152849	1500006O09Rik	AV104984
190346	Park7	BG075688
160202	Rpa2	AV095203
177988	Cct7	BG064595
190056	Smarca5	BG075451
183040	2810410A08Rik	BG069243
166755	Prim1	AV029759
189392	Etfa	BG074876
166726	NA	AV029481
178892	NA	AW537542
189131	6720463M24Rik	BG074657
619234	NA	NA
164724	Chchd3	AV083977
170219	Synj2	AV083725
167922	Fkbp4	AV111500
151380	NA	AV089544
167544	Exosc8	AV087777
173146	NA	NA
157971	NA	NA
151765	2310010M24Rik	AV085247
156093	A230103N10Rik	AV072259
153046	Hmgb3	AV109089
176484	H2-Ke2	BG063340
157176	NA	AV113475
160001	Ddx39	AV094835
159655	NA	AV093629
167681	Ncl	AV109323
174325	Krt1-5	AA725946
159914	NA	AV094717
167582	Uap1l1	AV087886
169608	Nnat	AV133888
168003	Ranbp1	AV123118
160361	NA	AV103144
164200	Ndufab1	AV077867
164560	Letm1	AV083103
151276	NA	AV088878
165960	NA	AV023862
187607	Fbl	BG073373
160000	NA	AV094824
168581	NA	AV140503
187543	Ard1	BG073313
174507	Pcsk2	AA048432
173019	NA	NA
159630	Cyc1	AV093672
174649	Jup	AA268283
160502	Sf3a3	AV103699
189164	Dek	BG074687
172821	NA	NA
187042	Smc1l1	BG072872
152841	NA	AV106306
179756	Ctcf	BG066197
170174	Tagln	AV073401
176359	Stag1	BG063235
190070	Hspcb	BG075463
178135	NA	BG064728
176585	NA	BG063418
160199	Fgf17	AV095129
168513	Prc1	AV140253
169165	Slc4a3	AV222303
618787	NA	U20156
159912	Eif3s5	AV094690
176346	Suclg2	BG063223
160194	NA	AV095202
177511	NA	AW543756
187145	NA	BG072967
190873	Scye1	BG076119
154910	NA	AV054482
183189	Cdc5l	BG069455
619194	NA	NA
167918	NA	AV111513
157418	NA	AV114369
159864	Actn4	AV094740
168481	Hspd1	AV140236
176357	Ssrp1	BG063233
168511	Siva	AV140405
177645	Ap2a1	BG064309
183553	Cacybp	BG069742
157746	Rpl11	AV161855
162120	NA	AV039661
156061	Ahcy	AV072219
174502	Wnt3a	AA000971
173976	NA	NA
151477	NA	AV090113
163614	Pcna	AV014866
171148	Hspe1	AI327085
189871	Rps24	BG075284
188133	Snrpb	BG073807
152212	NA	AV067941
163870	Dnajd1	AV073639
178814	Nme1	BG065367
157992	3300001P08Rik	AV171745
155500	Uchl5	AV058683
159901	NA	AV094802
174121	NA	NA
168028	NA	AV133568
169964	Epor	AV105277
158057	Srrm2	AV171757
157529	Pcna	AV134997
177773	Hint1	BG064419
164306	NA	AV078206
190842	2310058A11Rik	AW558121
187081	Sf3b2	BG072906
177270	Ncl	AW541474
154392	1500006O09Rik	AV049870
187780	Anp32a	BG073527
619367	NA	NA
619078	NA	NA
155807	NA	AV060337
160703	Kars	AV104307
181138	1810043M20Rik	BG067441
168399	Fkbp3	AV134155
152146	NA	AV064193
157314	NA	NA
176495	Il13ra1	AA408993
178179	Cct5	BG064769
166007	NA	AV024257
161368	2500003M10Rik	AV033503
188979	Npm1	BG074521
187945	NA	BG073739
152213	NA	AV066068
159757	Cd68	AV094547
169102	Hmmr	AV303523
160239	Rpl27	AV095244
157218	NA	AV113636
190068	Hspcb	BG075461
165355	NA	AV086888
167237	NA	AV006336
178137	Hspd1	AW536151
157492	Eif1ay	AV134815
188485	Atp5c1	BG074111
168216	Ndufs6	AV133959
152260	Rps27l	AV066056
190155	BC035044	BG075534
176089	NA	BG063078
160769	4831403C07Rik	AV030582
190729	Exosc8	BG076003
167871	Rps27l	AV111399
160895	Cycs	AV031363
159625	Psma7	AV093698
186770	Hmgb2	BG072633
160349	0610010E21Rik	AV103116
178803	Aldh6a1	AW537342
169762	NA	AV092823
169953	Gas1	AV068849
153737	NA	AV042542
168023	Smc6l1	AV133545
187263	NA	BG073067
178454	NA	BG065023
164993	Cycs	AV086022
155048	Hspe1	AV055529
157127	NA	AV112990
178223	Cct3	BG064811
168560	NA	AV140307
168627	Ube2i	AV140462
159561	NA	AV093498
190069	Hspcb	BG075462
161394	NA	AV033372
159887	NA	AV094703
160173	Impdh2	AV095201
180994	Cdca2	C85897
187308	Btbd9	BG073104
170722	NA	AV045764
160241	Ahsa1	AV095061
157396	H2-Ke2	AV114301
178185	Ssh2	BG064775
169959	NA	AV069402
160320	2310044P18Rik	AV095169
184752	Vkorc1l1	BG070952
176375	4933417K05Rik	BG063250
155730	Rps27l	AV059789
169958	Cox5b	AV066262
157394	NA	AV114236
177760	Appbp2	AW544549
188168	Macf1	BG073836
187785	NA	AW550178
179755	2410003A14Rik	C78413
169464	Sod2	AV000846
188447	NA	AW552240
179897	Usp10	C78821
167756	Rpl36a	AV109503
186748	NA	AW546231
159911	Eif3s5	AV094659
154865	0610040D20Rik	AV054075
172436	Ssh2	AI841344
168599	Cct3	AV140536
170280	6330412F12Rik	AV094693
151686	Mtdh	AV085020
188417	Ube2s	BG074053
176117	Cycs	BG063100
169047	NA	AV173432
176004	C1qbp	BG062931
169805	Pmp22	AV113888
160632	NA	AV104292
161899	NA	AV038240
191171	Tnfaip1	AW558997
178848	Tcea1	BG065395
159817	Rps17	AV094467
157752	Cacybp	AV161863
178098	Abcf1	BG064707
189509	Rpl8	BG074976
168870	NA	NA
165296	Tomm22	AV086778
159668	Rbm8a	AV093833
168194	Nasp	AV133968
167725	Rps11	AV109212
175426	Arc	BG519376
153044	NA	AV108301
159315	NA	AV088395
168509	1200009C21Rik	AV140340
152426	NA	AV071247
187536	Banf1	BG073309
163677	Pold3	AV015434
177488	Ncl	BG064177
161782	Pcbp1	AV037404
154983	Set	AV054888
155293	NA	AV057465
156970	NA	AV065472
159243	NA	AV088060
171722	NA	AI836982
171074	Cct6a	AI324947
157224	NA	AV113823
178539	Hmgb1	BG065104
184631	Rpa3	BG070760
155436	Lsm3	AV058275
180851	AI461933	BG067180
164030	Ssb	AV074331
153671	Mlf1	AV042698
173567	NA	NA
159637	D11Ertd333e	AV093674
168507	Nola2	AV140272
189329	Acp1	BG074826
152449	Nr3c2	AV071019
154495	Cct8	AV050522
167095	NA	AV006150
157652	2810410M20Rik	AV141381
168913	Pcna	AV139288
160017	Hmgb1	AV094891
170188	Dlgh3	AV074831
178118	2600011C06Rik	BG064713
172993	NA	NA
165943	NA	AV023824
160705	Pabpc1	AV104427
618882	Rarg	NM_011244
171368	Sfrs9	AA144263
187526	Fkbp3	BG073301
155472	NA	AV058349
159622	Mrpl52	AV093669
187302	NA	BG073099
186124	Magoh	BG072072
169119	Edn1	AV308021
182737	1200009K13Rik	BG068956
183346	Ppil1	BG069541
619920	Cdk4	BE332318
161735	Snrpd1	AV037082
178310	Rnaseh2a	BG064892
176623	Ga17	BG063455
161955	NA	AV039083
159869	Mrpl1	AV094787
168373	Bccip	AV134153
161835	NA	AV037696
189924	Isyna1	BG075331
183243	Dnajc8	BG069351
159988	Cyp4f15	AV094818
167350	NA	AV087119
183889	Fusip1	BG069967
165802	Hist1h2ae	AV022274
153395	NA	AV041580
190921	Ak2	BG076165
167747	Phf5a	AV109605
160237	Ran	AV095190
178171	Sdhd	BG064762
183567	Fkbp4	BG069755
188209	Tcerg1	BG073870
167941	NA	AV111502
188772	NA	AW553062
174010	NA	NA
161563	NA	AV034773
169498	Sod1	AV002099
159934	Cxxc1	AV094749
151710	Cox5a	AV085180
187893	Ndufb10	BG073700
163596	Pnn	AV014857
164990	D10Ertd214e	AV085989
170090	NA	AV050374
159985	Adprh	AV094826
168895	Smc2l1	AV129445
185371	Cct2	BG071408
171120	Irx3	AI893144
157588	2610040C18Rik	AV141055
152279	NA	AV066776
178231	Pa2g4	BG064819
154387	0610009C03Rik	AV049790
160578	Psmb5	AV104043
167414	Gcsh	AV087450
176513	Xpo1	BG063360
157190	NA	AV113429
167735	H2afz	AV109411
179147	Fkbp4	BG065656
160329	Ssh2	AV095159
188137	Mrps17	BG073811
188041	Spag9	BG073641
183285	1200009K13Rik	BG069392
177175	Dek	BG063908
172964	NA	NA
159596	NA	AV093545
170063	Adnp	AV041375
178663	NA	AW537028
190206	Bclaf1	BG075575
161871	NA	AV037994
169145	NA	AV220930
152402	Nasp	AV069724
152863	2510038A11Rik	AV104918
152134	NA	AV065988
178169	Cbx3	BG064760
175175	Pnck	AA008529
169518	Pa2g4	AV003385
168673	Mrpl53	AV140521
169909	NA	AV096287
152060	NA	NA
165050	NA	AV085893
168901	NA	AV130619
159942	NA	AV094694
177786	D11Ertd730e	BG064428
187532	Mrpl1	BG073306
154344	1810009A15Rik	AV049181
168367	Rpl35a	AV134196
153020	Fkbp4	AV108663
176157	Hnrpdl	BG062969
168440	2410011G03Rik	AV140158
160825	Ppp1r7	AV030643
189888	Hmgb1	BG075297
160074	NA	AV094970
189786	4930429A22Rik	BG075207
189516	Suv39h1	BG074981
170163	Gif	AV072137
178114	Ssb	BG064709
168885	NA	NA
160453	Ndufab1	AV103530
155590	Entpd2	AV059050
160801	NA	AV030722
167175	9330101J02Rik	AV006258
171116	Mrps16	AA097923
172989	NA	NA
151584	NA	AV084766
165824	3300001P08Rik	AV022848
178546	NA	BG065111
190393	Sfrs10	BG075725
157205	Magoh	AV113541
187678	Rpl38	BG073438
159558	NA	AV093468
167309	NA	AV087062
176420	Trim28	BG063288
157356	NA	AV114076
168441	Birc5	AV140165
163413	Arl6ip1	AV013104
186241	Uqcrb	BG072177
188982	Hnrpab	BG074524
165828	Srrm1	AV022716
157717	Rpl5	AV141767
190970	3300001P08Rik	BG076208
177071	NA	AW539369
167019	Atp5b	AV006088
176720	NA	AW538269
161311	NA	AV033141
187124	NA	AW547555
159876	NA	AV094789
174302	Rabggta	AA574495
166994	NA	AV006029
155721	Hnrpa2b1	AV059904
159621	NA	AV093635
174167	NA	NA
151217	NA	AV081639
168965	NA	AV149827
164612	Rpl22	AV083390
177843	Nap1l1	BG064473
619502	Hspb7	AA543235
184664	Lrp6	BG070791
170629	NA	AV146139
156994	Snta1	AV095375
178819	NA	AW537378
170410	NA	AV132264
151789	NA	AV085342
619712	Igfbp4	BG245853
167748	NA	AV109439
185728	Zp3	BG071709
186656	Hnrpa1	BG072534
189740	Ahcy	BG075171
170610	NA	AV130661
178610	Aof2	BG065175
155303	NA	AV057314
178811	Ccar1	BG065364
188983	Leprel1	BG074525
176974	NA	AW538981
181876	Hnrpu	BG068137
161103	Nap1l1	AV032274
169041	NA	AV169196
164677	Ifitm3	AV083592
159684	NA	AV093843
166301	NA	AV025454
153382	Dncl2b	AV041563
164613	Adipor1	AV083339
159857	BC019806	AV094699
187960	Tomm7	AW550860
165995	NA	AV024041
177759	Mif	BG064410
160056	Hnrph1	AV095012
155208	Sertad3	AV056662
169270	Brca2	AV302108
177413	Hnrpa2b1	BG064117
178132	Nap1l1	BG064725
176907	NA	AW538729
188005	Hmgb1	BG073614
161447	Ndufa10	AV033765
618694	Hnrpk	AA388667
187190	NA	BG073003
169046	NA	AV173821
170189	NA	AV073590
168495	Hnrpc	AV140231
190171	Suclg2	BG075548
166747	4931406I20Rik	AV029649
155762	4933417K05Rik	AV060176
174095	NA	NA
152223	NA	AV066692
168941	Acat2	AV145022
189267	Hnrpu	BG074779
188852	Rpl22	BG074414
184983	Nap1l1	BG071084
168943	NA	AV145419
173420	NA	NA
167104	Atp5b	AV006191
167947	Nap1l1	AV111597
190396	Pcbp2	BG075727
162278	NA	AV040301
178475	Kpnb1	BG065043
162203	ORF9	AV040010
161671	NA	AV036514
157340	NA	NA
155413	Ndufb5	AV057902
187116	Pabpn1	BG072940
168847	Hnrpu	AV110277
170478	NA	AV156366
169938	Sh3bp1	AV043243
155198	Hdgf	AV056619
175025	Numbl	AA221899
618870	NA	NA
152167	2410014A08Rik	AV066074
167640	Sdha	AV087966
166521	NA	AV028526
178545	H2afz	BG065110
190058	Cdk4	BG075453
164274	Csda	AV078265
187489	Rapgef1	BG073267
160127	4930488B04Rik	AV094948
155296	Txn1	AV057438
167659	Suclg2	AV087975
186655	Hnrpa1	BG072533
177323	Nap1l1	BG064031
160115	NA	AV095005
169895	NA	AV039127
181656	Hmgb1	BG067937
166537	NA	AV028829
186191	H2-K1	AU041598
159601	NA	AV093631
175241	Cacna1e	AA855859
160667	Paics	AV104209
178417	NA	BI076477
154512	Uqcrc2	AV050843
168702	C230062I16Rik	AV149988
179879	Isyna1	BG066302
187309	Rps17	BG073105
178304	NA	BG064886
166936	NA	AV005835
168240	NA	AV133898
174686	Rabggta	AA574495
159902	NA	AV094817
165122	Lsm6	AV086152
188529	Rbm8a	BG074162
156929	Nap1l1	AV065416
177432	NA	BG064134
185722	NA	BG071704
176446	Hnrpc	BG063308
162715	2700083E18Rik	AV006630
169545	NA	AV004954
186566	NA	BG072480
182063	1500010M16Rik	AU022568
166976	Atp5b	AV005999
177835	Fubp1	BG064468
619605	Ets1	BE292015
171216	Crmp1	AA036522
151875	Htatip	AV085682
168011	Igfbp2	AV123122
162924	NA	AV008829
176691	NA	AW538191
164188	NA	AV077915
157709	NA	AV141788
173123	NA	NA
168288	NA	AV134223
178553	Eno1	BG065118
164714	5530600A18Rik	AV083599
186945	NA	AW546889
167954	NA	AV111569
177784	Itgb1	AW544628
162918	NA	AV008798
178552	Eno1	BG065117
178753	Rad54l	BG065309
165195	Blmh	AV086391
161330	Atp5b	AV033315
181906	Idh2	BG068167
151619	Tagln2	AV084804
164596	Rpl22	AV083342
168706	1110001J03Rik	AV149906
170275	Adh5	AV094792
180457	Echs1	BG066827
178988	G6pdx	BG065521
166795	Sap18	AV029959
190034	Gnaq	BG075431
157263	Fabp5	AV113890
160446	NA	AV103421
166778	1110031B06Rik	AV029812
176998	Apg7l	AW539206
187724	NA	AW549924
178501	Rbm14	BG065068
177886	1110055N21Rik	BG064511
179574	Csnk2a2	BG066037
171830	Pkp4	AI838328
159963	NA	AV094796
165702	Numa1	AV020790
178595	Ppia	BG065160
163795	NA	AV016203
178598	Ppia	BG065163
174134	NA	NA
189696	Cetn2	BG075128
159611	NA	AV093603
163736	D11Lgp2e	AV015845
180044	Mcm3ap	C79187
155542	1810055D05Rik	AV058801
187307	Noc4	BG073103
160061	Rpo2tc1	AV094999
176131	E130307C13	BG062947
178221	NA	AW536180
174415	Il10ra	BE847062
188024	Pkig	BG073627
190887	Nme6	BG076133
178596	Ppia	BG065161
179996	D8Ertd69e	C79058
187500	Hmgn1	BG073276
167885	Cox7a2	AV111438
151904	D11Bwg0414e	AV085826
157212	NA	AV113662
188920	NA	BG074471
171582	Slc25a13	AI605585
178597	Ppia	BG065162
187888	Diap3	BG073695
190861	2010107E04Rik	BG076108
189904	Tkt	BG075312
167715	Rbm14	AV109283
152263	Rps27l	AV066245
177126	Csk	BG063779
186596	Nde1	BG072498
175192	Gosr1	AA178009
186020	Rnf121	AU045725
185976	Ubqln2	AU045483
164899	1110001J03Rik	AV084337
