Network id	Genes	Top functions
3	EMP2	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	FGF1	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	FUT8	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	GJB1	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	GPC1	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	GPD2	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	GRB10	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	GRM5	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	HMGA2	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	HOXB7	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	HTATIP2	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	IGFBP2	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	ITGA5	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	LRIG1	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	MGAT3	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	NOTCH3	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	NTS (includes EG:4922)	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	NTSR2	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	PPAP2B	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	PTGS1	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	SNAI2	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	STC1	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	SULF2	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	TNC	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	VAV3	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
3	VEGF	Cellular Movement, Drug Metabolism, Small Molecule Biochemistry
4	A2M	Hematological System Development and Function, Tissue Development, Neurological Disease
4	ALOX5AP	Hematological System Development and Function, Tissue Development, Neurological Disease
4	APOE	Hematological System Development and Function, Tissue Development, Neurological Disease
4	BIK	Hematological System Development and Function, Tissue Development, Neurological Disease
4	C6	Hematological System Development and Function, Tissue Development, Neurological Disease
4	C7	Hematological System Development and Function, Tissue Development, Neurological Disease
4	C9	Hematological System Development and Function, Tissue Development, Neurological Disease
4	CA2	Hematological System Development and Function, Tissue Development, Neurological Disease
4	CCL13	Hematological System Development and Function, Tissue Development, Neurological Disease
4	CEBPD	Hematological System Development and Function, Tissue Development, Neurological Disease
4	CTSE	Hematological System Development and Function, Tissue Development, Neurological Disease
4	CXCL6	Hematological System Development and Function, Tissue Development, Neurological Disease
4	EIF2S3Y	Hematological System Development and Function, Tissue Development, Neurological Disease
4	FGF19 (includes EG:9965)	Hematological System Development and Function, Tissue Development, Neurological Disease
4	GABRA1	Hematological System Development and Function, Tissue Development, Neurological Disease
4	GABRB3	Hematological System Development and Function, Tissue Development, Neurological Disease
4	GABRG1	Hematological System Development and Function, Tissue Development, Neurological Disease
4	GAS1	Hematological System Development and Function, Tissue Development, Neurological Disease
4	HOXC8	Hematological System Development and Function, Tissue Development, Neurological Disease
4	KITLG (includes EG:4254)	Hematological System Development and Function, Tissue Development, Neurological Disease
4	LCAT	Hematological System Development and Function, Tissue Development, Neurological Disease
4	LPL	Hematological System Development and Function, Tissue Development, Neurological Disease
4	LYN	Hematological System Development and Function, Tissue Development, Neurological Disease
4	MEIS2	Hematological System Development and Function, Tissue Development, Neurological Disease
4	MME	Hematological System Development and Function, Tissue Development, Neurological Disease
4	MS4A2	Hematological System Development and Function, Tissue Development, Neurological Disease
4	OGG1	Hematological System Development and Function, Tissue Development, Neurological Disease
4	PBX1	Hematological System Development and Function, Tissue Development, Neurological Disease
4	PRKCB1	Hematological System Development and Function, Tissue Development, Neurological Disease
4	PROM1	Hematological System Development and Function, Tissue Development, Neurological Disease
4	SLC4A1	Hematological System Development and Function, Tissue Development, Neurological Disease
4	TEAD1 (includes EG:7003)	Hematological System Development and Function, Tissue Development, Neurological Disease
4	THY1	Hematological System Development and Function, Tissue Development, Neurological Disease
4	VLDLR	Hematological System Development and Function, Tissue Development, Neurological Disease
4	ZNF202	Hematological System Development and Function, Tissue Development, Neurological Disease
5	AKAP5	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	AXIN1	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	BMP2	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	CAMK2B	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	CNKSR3	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	CRMP1	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	CTNNB1	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	DLG4	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	DMP1	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	FGF1	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	FRAT1	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	FZD4	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	FZD9	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	GRASP	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	GRIN1	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	GRM3	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	GSK3B	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	HAP1	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	HD (includes EG:3064)	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	HTRA1	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	KCNJ16	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	LPHN2	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	MAP3K10	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	MAPK10	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	NDP	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	NPTX1	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	NRCAM (includes EG:4897)	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	OPN3	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	PEG12	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	PRKCB1	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	PURB	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	SHANK2	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	SLC6A1	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	SLC6A2	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
5	SRF (includes EG:6722)	Cell-To-Cell Signaling and Interaction, Nervous System Development and Function, Neurological Disease
6	ADM	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	AKR1B1	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	AKT1	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	BCL2	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	CALCRL	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	CCL13	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	CCND2	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	CDKN2B	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	CDX1 (includes EG:1044)	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	CHGA	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	CX3CL1	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	EGFR	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	ELAVL2	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	F2	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	FOXG1B	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	GCG	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	HTRA2	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	IAPP	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	IER2	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	ITGA5	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	KITLG (includes EG:4254)	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	LYN	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	MBOAT2	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	MLLT7	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	NNAT	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	POU3F4	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	RAB3B	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	RAMP1	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	RDH5	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	RHOB	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	SCG3	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	SLC2A1	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	SNAP23	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	STX11	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
6	TCOF1 (includes EG:6949)	Cell Morphology, Cellular Development, Cell-To-Cell Signaling and Interaction
7	ALOX5	Cell Death, Cancer, Cellular Development
7	ARHGAP29	Cell Death, Cancer, Cellular Development
7	CASP4	Cell Death, Cancer, Cellular Development
7	CCND2	Cell Death, Cancer, Cellular Development
7	CEBPD	Cell Death, Cancer, Cellular Development
7	CHUK	Cell Death, Cancer, Cellular Development
7	CREM	Cell Death, Cancer, Cellular Development
7	CX3CL1	Cell Death, Cancer, Cellular Development
7	DKK1	Cell Death, Cancer, Cellular Development
7	FGD6	Cell Death, Cancer, Cellular Development
7	GBP2	Cell Death, Cancer, Cellular Development
7	GBP4	Cell Death, Cancer, Cellular Development
7	HBEGF	Cell Death, Cancer, Cellular Development
7	HDC	Cell Death, Cancer, Cellular Development
7	IL3	Cell Death, Cancer, Cellular Development
7	ING1	Cell Death, Cancer, Cellular Development
7	ITGA7	Cell Death, Cancer, Cellular Development
7	LTBP1	Cell Death, Cancer, Cellular Development
7	MAP3K2	Cell Death, Cancer, Cellular Development
7	MEN1	Cell Death, Cancer, Cellular Development
7	MSX1	Cell Death, Cancer, Cellular Development
7	MYO6	Cell Death, Cancer, Cellular Development
7	MYST1	Cell Death, Cancer, Cellular Development
7	NDN	Cell Death, Cancer, Cellular Development
7	PDE1B	Cell Death, Cancer, Cellular Development
7	RBBP5	Cell Death, Cancer, Cellular Development
7	SFN	Cell Death, Cancer, Cellular Development
7	SLC7A11	Cell Death, Cancer, Cellular Development
7	TNFSF13B	Cell Death, Cancer, Cellular Development
7	TP53	Cell Death, Cancer, Cellular Development
7	TP73L	Cell Death, Cancer, Cellular Development
7	UPP1	Cell Death, Cancer, Cellular Development
7	YAP1	Cell Death, Cancer, Cellular Development
7	YWHAG	Cell Death, Cancer, Cellular Development
7	ZFP36	Cell Death, Cancer, Cellular Development
8	AFP	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	BTBD11	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	CTSC	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	D13BWG1146E	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	DNER	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	DUSP6	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	EGFR	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	EREG	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	GNAI3	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	GNAZ	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	GNB5	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	GSTA4	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	JAG2	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	KITLG (includes EG:4254)	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	MNT	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	MT1A	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	NBL1	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	NCAM1	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	PTGS1	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	RGS7	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	RGS20	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	ROBO1	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	SLIT1	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	SLIT2	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	SNN	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	TERT	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	TG	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	THRSP	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	TM4SF1	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	TNF	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	TP73	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	TP53I11	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	UGCG	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	WNT5A	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
8	YWHAQ	Immune and Lymphatic System Development and Function, Cellular Movement, Cellular Development
